tanggal,temp_max,temp_avg,temp_min,ev_pan,dew point,rh,ws_avg,ws_max,sr,pp_air
1/13/2023,32.4,28.7,27,5,23.6,73.7,5.1,1.2,8.3,1010.1
1/14/2023,32,29.3,26.4,4.8,23.4,70.6,3.1,1.1,4.5,1008.5
1/15/2023,34.8,30.1,26.6,4.7,23,65.6,3.6,2,6.4,1007.8
1/16/2023,31.8,29,26.2,4.5,22.1,66.6,4.1,1.1,6.5,1009.1
1/17/2023,29,27.7,26.2,3.1,23.5,78,4.6,1.1,1.2,1011.1
1/18/2023,30.8,28,25.8,1.8,23.5,76.8,6.7,0.7,0,1010.7
1/19/2023,30,27.9,26,2.5,23.5,77.5,5.7,1.9,1,1010.3
1/20/2023,32.2,28.5,25.8,2,22.6,70.6,3.1,0.9,2.4,1009.3
1/21/2023,31.6,28.9,26.4,3.8,23.4,72.6,7.7,2,3,1008.3
1/22/2023,33.2,29.1,26,2.2,23,69.5,5.7,1.8,5,1007.3
1/23/2023,32.2,28.8,26,6.6,22.8,70.2,2.6,1.8,6,1007
1/24/2023,33.4,29,26,3.4,23,70.3,6.7,1.6,3.2,1007
1/25/2023,29,27.2,26,4,22.8,76.9,3.6,0.9,5.5,1008.2
1/26/2023,30.3,27.7,26,2.6,23.7,78.7,3.1,1.2,0,1008.1
1/27/2023,29,27.2,24.5,2.5,23.6,81,5.1,1.1,2.4,1007.4
1/28/2023,27.6,25.8,24.6,1.2,24.4,91.8,2.6,0.5,0,1007.1
1/29/2023,28.8,27.5,25,0.3,23.9,80.8,5.7,1.1,0,1008.3
1/30/2023,30,28.5,26.2,1,22.9,71.6,5.1,0.9,0,1008.9
1/31/2023,29.2,27.9,26.6,0.4,24.1,79.9,3.1,1.2,3,1008.3
2/1/2023,29.6,27,24.6,0.2,24.5,86,4.1,0.8,0,1008.3
2/2/2023,29.5,26.6,23.4,0.1,24.4,87.5,6.2,1.7,0.2,1008.9
2/3/2023,31.2,27.3,24,1.4,23.5,79.6,3.1,0.6,0.2,1008.2
2/4/2023,29.8,28.1,26.4,0.6,24.2,79.7,5.1,1.9,0.1,1007.7
2/5/2023,33,29.3,26.8,2.4,22.6,67.5,8.2,1.6,1.2,1007.6
2/6/2023,32.2,29.3,26.6,5,22.6,67.5,3.6,1.5,5.5,1008.1
2/7/2023,30.2,27.4,23.6,2,24,81.6,3.6,1.2,3,1008.9
2/8/2023,31.8,27.8,25.2,3.8,23.4,76.9,3.6,1.2,2,1008.9
2/9/2023,31,27.5,25,3,21.9,71.9,9.3,1.3,2.2,1008.8
2/10/2023,31.8,27.9,25.4,4.6,24,79.3,7.2,1.6,1.5,1007.6
2/11/2023,29,26.6,23.8,2.4,24.4,87.8,3.6,1.4,6.3,1009.6
2/12/2023,27.4,25.7,24.2,5.2,23.2,86.1,3.6,1.6,1.5,1011.3
2/13/2023,30.3,27.4,25.6,1.8,23.2,78.1,9.8,1.4,0,1010
2/14/2023,30.6,27.9,25.8,1,23,74.8,7.2,2.3,0.9,1009.1
2/15/2023,30.6,28,26.2,2,22.7,73.2,4.6,1.1,0.9,1009.3
2/16/2023,30.6,27.1,25,7.8,23.7,81.7,2.6,1,1.8,1009.9
2/18/2023,30,27.6,26,0.5,24.6,83.5,7.2,1.6,0.2,1009.8
2/19/2023,30,28,26,4.8,24.1,79.5,3.6,1,5.2,1009.9
2/20/2023,32.2,28.6,26.4,3.8,23.4,73.6,3.1,0.7,4.3,1009.8
2/21/2023,30.6,27.5,25,2.5,23.3,78.3,3.1,0.7,6.5,1010.6
2/22/2023,30.2,27.3,24.7,3.7,24.1,82.7,5.1,0.9,3,1010.1
2/24/2023,28.2,25.9,24.6,0,24.7,92.9,4.1,0.7,3.6,1010.7
2/25/2023,29,26.9,25,0.2,24,84,4.6,2.3,0,1012
2/26/2023,29.2,26.4,24.8,6.7,24.6,89.8,4.1,0.9,0.4,1011.7
2/27/2023,30,27.3,24.8,3.4,23.5,79.5,5.1,0.7,0.5,1011.8
2/28/2023,31.2,27.2,24.6,4.8,23.7,81.5,4.1,1.3,1.5,1011.9
3/1/2023,29.4,26,24,2.7,24.3,90.4,7.7,1.3,1,1011.6
3/2/2023,26.8,25.4,23.8,0,23.7,90.1,3.6,0.5,0.5,1012.4
3/3/2023,31.6,27.1,24.2,0.2,23.2,79.1,9.3,1.2,0,1012.8
3/4/2023,29.2,27,25,7.9,23.7,82.5,3.6,1.2,2.2,1013.4
3/5/2023,28.8,27.1,25.4,5.8,24.3,84.6,3.1,0.5,2,1012.9
3/6/2023,32.1,28.6,25.2,2.3,22.5,69.5,6.7,1.6,2.4,1011.6
3/7/2023,31,28.2,25.6,4.8,23.2,74.7,3.6,1.4,5.2,1011.7
3/8/2023,29.2,26.6,25.2,5.8,24.2,86.5,2.1,0.6,8,1012.2
3/9/2023,31.2,27.3,24.2,1.1,24.1,82.4,7.2,1.2,0.5,1011.1
3/10/2023,32.3,28.1,25.6,1,23.8,77.6,5.1,1.1,6.1,1010.6
3/11/2023,32,29.1,26.6,3.7,24.4,75.6,4.1,0.8,8.4,1010.9
3/12/2023,30.6,28,25.6,4.9,23.9,78.3,4.1,1.1,8,1010.7
3/13/2023,31.6,28.8,26.2,3.4,22.9,70.6,8.2,1.7,2.6,1009
3/14/2023,28.4,27,24.6,6,24,83.5,6.7,1,7.6,1009.7
3/15/2023,27.8,26.2,24.4,2.5,23.9,87.2,4.1,0.6,0,1010.6
3/16/2023,31.2,28.3,25.2,0.3,24.1,78.1,4.6,1.3,0,1010.9
3/17/2023,31.8,28.8,26.2,4,22.7,69.8,9.3,2,8,1010.7
3/18/2023,31.4,28.8,26.4,6,24.4,77.1,3.1,0.9,9.1,1009.4
3/19/2023,31.6,28.8,26,7,24.9,79.9,6.2,1.5,8,1009.2
3/20/2023,32.4,28.6,25.6,4.5,23.1,72.1,5.1,1.1,6,1009.2
3/21/2023,33,29.6,26.8,4,22.8,66.8,4.6,0.5,7.6,1008.7
3/22/2023,32.2,29.7,27.4,5,24.4,73.6,3.1,0.4,7,1008.2
3/23/2023,33.2,29.7,27.2,3.7,24.2,72.5,9.3,1.3,6.7,1008.5
3/24/2023,32,29.5,27.2,4.2,24.4,74.1,6.7,1.3,7,1009.2
3/25/2023,33.6,27,24.2,4.1,24.6,87.1,5.1,1.3,5,1009.8
3/26/2023,30.6,27.7,24.8,5.9,24.2,81.2,4.1,0.9,3,1008.7
3/27/2023,32.2,27.8,26,5.6,24.6,82.9,5.1,0.9,6.5,1009.2
3/28/2023,29.6,27.3,25.6,2,24.7,85.8,3.6,0.4,3,1009.9
3/29/2023,31.6,26.7,24.6,1.6,23.5,82.9,5.7,1.4,0,1009.6
3/30/2023,30.4,27.7,24.8,,24.9,85,3.6,0.5,,1009.3
3/31/2023,33,29.1,26.2,4.6,21.8,64.5,8.7,1.8,4,1009.3
4/1/2023,31,27.9,26,2.5,23.3,76.1,4.1,1.8,3,1009.7
4/2/2023,32.4,28.7,25,2.7,23.5,73.6,7.2,0.9,0.3,1008.5
4/5/2023,32.4,29.3,26.6,3,22.5,66.6,5.7,0.7,3.2,1009.4
4/6/2023,34.6,30.1,26,4.6,19.6,53.6,5.1,1.1,9.2,1010.1
4/7/2023,32.4,29.4,26.4,5.5,22.5,66.4,4.6,0.7,5.6,1010.6
4/8/2023,33,29.3,27,5.3,23.9,72.9,3.1,0.9,8,1011.4
4/9/2023,32.6,29.4,27,5,24.1,73.4,4.1,1.8,7.6,1011
4/11/2023,33.4,29.2,27.2,3,22.8,68.3,5.7,2.4,2.9,1009.2
4/12/2023,34.6,29.6,26.6,4.4,22.4,65.6,11.3,2.3,5.2,1008.9
4/13/2023,33.4,29.5,26.5,3.2,23.6,70.8,2.6,0.9,5.5,1009.3
4/14/2023,32.8,28.2,25.6,3.6,24.6,80.7,8.7,1.6,3.4,1009
4/15/2023,31.4,29.1,26,0,24.5,76.5,5.7,1.1,5.8,1008.8
4/16/2023,32.2,28.8,26.8,0,24.6,78.1,2.6,0.8,6.8,1009.2
4/17/2023,33.2,29.8,26,5.3,24.7,74.3,2.6,0.6,5.5,1010.5
4/19/2023,34.2,28.8,25.6,1.5,25.1,80.7,2.1,0.6,4.8,1007.8
4/20/2023,32.4,29.2,26.6,7.3,25.1,79,5.1,0.5,7.6,1007.3
4/21/2023,33.1,29.6,26.8,5.2,25,76.5,2.6,0.6,3.7,1008
4/22/2023,33.6,30.3,27,5,25.2,74.2,2.6,0.8,6.4,1008
4/23/2023,33.8,29.5,27,3.6,25.1,77.3,4.6,1.2,7,1008.9
4/24/2023,33.4,29.2,25.8,6,24.9,78,5.1,0.8,7,1008.7
4/25/2023,32.2,29.1,26.4,5.1,24.9,78.3,4.1,0.3,7.5,1008.4
4/26/2023,32.6,29,27,1.2,24.7,77.7,7.2,1.1,3.2,1008.4
4/27/2023,33,30,27.4,2.5,25.5,76.9,3.1,0.7,7.4,1008.2
4/28/2023,32.4,29.5,26.6,1.9,25.5,78.9,3.6,1.1,5.8,1008.7
4/29/2023,32,29.6,26,4.8,24.9,75.8,4.1,0.7,4.7,1008.1
4/30/2023,32.6,29.7,27.4,4,25,76.1,4.6,1.1,3,1007.3
5/1/2023,30.4,28.8,27.4,3.8,25.5,82.6,3.1,0.5,4.8,1008.1
5/2/2023,31.2,29.4,27.6,4.5,25.7,80.3,3.1,0.9,1.4,1008.9
5/3/2023,33.4,29.4,26.4,2.5,25.4,79,2.6,0.9,3,1009.4
5/4/2023,33.5,29.7,27.2,3.5,25.1,76.4,3.1,0.6,3.8,1008.5
5/5/2023,33,28.7,26,5,25.1,81,3.1,0.8,6.6,1007.1
5/6/2023,32.8,29.5,26.4,6.8,25,77.2,3.1,0.5,3.9,1007.5
5/7/2023,32.8,28.3,26.4,2.8,25.2,83.2,5.7,1.3,3.4,1008.4
5/8/2023,32.1,28.9,26.6,6.4,24.4,76.8,3.1,1.4,4.7,1009
5/9/2023,33.8,30.4,27.4,4,25.4,74.7,2.6,0.9,3,1008.9
5/10/2023,33.7,30.6,28.4,3.7,25.6,74.7,5.1,0.8,3.6,1009.4
5/11/2023,31.4,29.3,28.2,3.9,24.8,77,2.6,1,6.2,1010.9
5/12/2023,34.2,30.8,28,3.5,25.1,71.6,5.7,1.2,1.3,1010.9
5/13/2023,33.4,29,26.2,5,25.2,79.9,4.6,1.2,7,1011.6
5/14/2023,33,29.5,26.2,2.1,23.1,68.8,2.6,0.8,6.5,1011.7
5/15/2023,32.4,29.6,26.8,6.9,23.7,70.8,5.7,0.6,6,1012.1
5/16/2023,33.2,30,27.4,5.8,23.8,69.4,3.6,0.3,6.6,1012.2
5/17/2023,33.2,30.1,27.4,4,23.8,69.1,5.1,1.3,7.5,1012.2
5/18/2023,31.4,29.1,27.2,4,24.4,75.8,2.6,0.5,6.2,1012.1
5/19/2023,32.8,29.7,27.4,3.4,24.4,73.3,6.2,1.1,0,1011.6
5/21/2023,33.4,29.2,26.6,5.9,24.6,76.2,3.1,0.9,2.5,1012
5/22/2023,32.6,29.5,27.2,4.7,24.7,75.7,1.5,0.4,6,1012
5/23/2023,33.2,29.6,27,1.3,23.8,71.3,5.1,1.1,5.3,1012.2
5/24/2023,33.2,29.6,27,3,24.5,74.3,2.6,0.6,4.2,1012.7
5/25/2023,32.8,29.8,27.4,3.3,24.3,72.3,3.6,0.6,2,1012
5/26/2023,33.8,30.1,27.2,3.5,24.5,71.9,2.6,1,5.2,1011
5/27/2023,32.8,29.1,25.8,3.2,24.6,76.7,2.1,0.6,4.4,1009.5
5/28/2023,32.4,29.4,26,2.3,24.8,76.4,4.6,1,2.5,1009.6
5/29/2023,32.2,29.9,28,4.7,25,75,3.1,0.6,2.5,1010
5/30/2023,32.4,29.6,27.6,3.6,24.7,74.8,6.7,1.4,3.7,1010.5
5/31/2023,32.2,29.8,26.6,1.5,24.4,72.8,3.1,0.5,4,1010.1
6/1/2023,32.6,29.8,27.2,3.2,24.3,72.5,7.2,1.4,5,1010.3
6/2/2023,34.2,30.3,27.4,5.4,24.5,71.2,3.1,0.7,6.5,1010.4
6/3/2023,33.2,30.2,27.8,1.6,24.6,72.4,3.1,0.9,5.7,1010.4
6/4/2023,32.5,29.6,27.2,6.5,24.5,74,2.1,0.6,6.2,1009.8
6/5/2023,32.6,29.5,27,3.9,24.6,74.9,6.2,1.1,4,1009.4
6/6/2023,31.4,27.9,26,5.3,24.4,81.5,3.1,0.4,4.4,1010.4
6/7/2023,33.7,29.8,26.4,0.1,24.2,71.8,5.1,1.1,0,1010.7
6/8/2023,33.4,29.6,26.2,1.7,24,72,4.6,1.1,4,1011
6/9/2023,33.4,30.1,26.4,5.9,24.5,72.1,2.6,0.9,3.5,1009.7
6/10/2023,32.4,29.6,26.6,2.1,24.3,73.3,2.6,1.4,5.2,1009.4
6/11/2023,33,29.6,26.6,5.8,23.4,69.5,5.1,0.8,4,1009.9
6/12/2023,33.6,30.1,27.2,6,24.5,72.4,3.6,0.9,5.6,1010.1
6/13/2023,34.2,30.5,27.6,5,25.3,73.5,2.1,0.7,3.4,1009.9
6/14/2023,33,29.7,27.2,4,24.7,74.6,2.6,0.4,2.5,1011.1
6/15/2023,33,29.5,25.4,1.6,24.3,73.8,3.6,1.4,2.4,1010.5
6/16/2023,27,25.8,25.2,5.4,24.4,92.3,2.1,0.1,2,1010.9
6/17/2023,31,28.2,25.4,1,24.1,78.6,4.1,0.9,0,1010.8
6/18/2023,31.4,28.8,26.8,1.2,25.2,80.7,4.1,1.3,1.5,1010.5
6/19/2023,31,26.8,25.2,2.4,24.8,88.7,2.6,0.7,2.3,1011.1
6/20/2023,33,29.6,25.6,1,24.5,74.2,2.6,0.6,0.2,1010.9
6/21/2023,32.4,29.5,26.8,2,25.4,78.3,5.1,0.9,3.3,1010.6
6/22/2023,33.4,29.1,26.6,3.5,24.9,78.3,3.1,0.6,3.9,1010
6/23/2023,33,29.5,26.8,1,24.6,74.7,4.1,1.6,3.7,1009.6
6/24/2023,31.6,28.9,26,3,24.8,78.9,3.1,1.1,3.6,1009
6/25/2023,31.8,28,25.4,5.4,24.6,81.9,4.1,0.6,4.2,1009.4
6/26/2023,31.2,28.6,26.6,6.2,24.3,77.7,4.6,1,2.6,1010
6/27/2023,32,28.6,26,,24,75.9,5.1,1.4,,1011.2
6/28/2023,33.4,29.4,25.4,3.7,23.8,72,5.1,0.8,4,1011.5
6/29/2023,32.4,29.1,26.4,2.9,24.2,75.1,5.1,0.6,4.2,1010.2
6/30/2023,32.8,29.5,26.8,3.4,24.5,74.8,7.2,1.5,3.5,1010.4
7/1/2023,32,29.4,27.4,6.6,24.6,75.4,2.1,0.8,4.8,1011.4
7/2/2023,32,29.1,27.2,2.6,24.6,76.9,4.6,1.2,2.7,1011.7
7/3/2023,31.6,29.2,26.2,2,24.2,74.4,6.7,1.3,,1010.7
7/4/2023,33,29.5,26.2,4,24,72.1,2.6,0.5,3.5,1009.7
7/5/2023,33.2,29.7,26.4,5,24.3,72.6,5.1,1.1,5.5,1009.9
7/6/2023,29.6,27.8,26.4,4.1,24.9,84.2,2.6,0.1,6,1011.4
7/7/2023,31,27.1,25.4,0.4,24.1,83.7,3.6,0.4,1.5,1012.2
7/8/2023,32,28.3,25.6,3.2,24.2,78.2,2.6,0.9,1.2,1011.9
7/9/2023,33,29.4,25.6,3.8,23.8,72.2,4.1,2.1,2.4,1010.1
7/10/2023,32.4,29.5,26.4,1.5,23.9,72.2,4.1,1.1,4.5,1010.7
7/12/2023,32,29.3,26.8,4,24,72.8,5.1,0.9,6.6,1011.2
7/13/2023,32.2,29.2,26.5,2.8,23.2,70.1,6.2,1.4,6.3,1011.3
7/14/2023,32.4,29.4,27,4,23.6,70.8,2.1,0.6,4.5,1010.9
7/15/2023,32.2,29.2,26.8,4.2,23.8,72.9,7.7,1.7,4,1011.1
7/16/2023,32.4,29.4,26.6,5,23.5,70.8,3.6,0.7,5,1010.2
7/17/2023,33.2,29.5,25.8,7.2,22.9,67.6,3.1,0.8,5.6,1009.8
7/18/2023,32.8,29.1,25.8,6,21.9,65.2,3.1,0.7,5,1010.5
7/19/2023,33.6,29.4,25.4,4,20.6,59.2,4.6,0.9,6.6,1009.6
7/20/2023,32,28.8,25.4,5.5,20.7,61.9,4.1,0.9,6.8,1010.7
7/21/2023,32,29.1,26.8,4.3,22.8,68.9,5.1,1,6.6,1011.7
7/23/2023,33,29.4,26.6,2,23.5,70.9,4.1,1,6,1011.3
7/24/2023,31,28.3,26,2.8,24.3,78.7,5.1,0.9,6.8,1011.7
7/25/2023,30.4,28.6,26,3.3,23.9,75.7,5.1,0.3,2.7,1012
7/27/2023,32.2,28.8,26.8,2.9,23.2,71.7,4.6,1,1.5,1011.8
7/28/2023,32.8,29.1,26,2,22,65.6,6.2,1.2,1,1011.5
7/29/2023,32.4,28.9,25.8,5,22.2,67.3,3.1,1.8,6.3,1011.7
7/30/2023,33,28.6,24.8,5.5,21.4,65.1,5.1,1.8,6,1011.5
7/31/2023,32.4,28.8,25.4,2.8,21.7,65.8,3.6,0.8,4.8,1011.3
