tanggal,rr,pp_air,rh_avg,sr_avg,wd_avg,ws_avg,ws_max,tt_air_avg,tt_air_max,tt_air_min,tt_sea,wl_pan,ev_pan
9/15/2022,0,1014.01,73.69,563.25,130.71,3.35,8.7,28.89,30.8,25.9,346.18,346.18,0.08
9/16/2022,59,1012.48,83.53,636.78,125,3.8,11.3,26.48,29.3,24,27.34,27.34,0.08
9/17/2022,8,1011.43,80.44,566.36,118.64,3.45,9.4,27.52,29.8,24.2,28.13,28.13,0.03
9/18/2022,3.4,1011.68,75.38,502.48,130.45,3,8.1,28.09,30.5,25.5,29.41,29.41,0.08
9/19/2022,0,1012.04,75.4,575.27,128.18,3.28,8.4,28.14,30.5,25.7,29.55,29.55,0.02
9/20/2022,0,1012.52,74.51,701.12,136.82,4.01,9.1,27.88,30.3,26.3,29.1,29.1,0.03
9/21/2022,54.2,1011.88,83.05,508.17,117.27,3.19,10.1,26.32,29.1,24,26.4,26.4,0.17
9/22/2022,38.4,1011.83,83.31,438.45,117.27,2.96,8.8,26.89,30.1,24.8,28.18,28.18,0.05
9/23/2022,2.8,1011.15,81.01,534.39,110,3.29,9.3,27.34,29.9,25.3,28.5,28.5,0.05
9/24/2022,60.8,1011,85.36,360.58,175,2.51,7.9,26.73,30.2,24.2,284.71,284.71,0.03
9/25/2022,6.4,1011.13,81.45,491.5,125.91,3.14,8.5,27.67,30,24.7,29.42,29.42,0.08
9/26/2022,0.4,1011.46,79.25,632.89,119.55,3.56,8.7,27.8,30.5,25.8,29.25,29.25,0.1
9/27/2022,3.4,1011.24,79.51,575.92,110,3.41,9.1,27.19,30.1,24.7,28.21,28.21,0.13
9/28/2022,0,1009.83,74.64,494.77,130,2.97,8.3,27.35,29.8,25.4,29.25,29.25,2.21
9/29/2022,0,1009.17,73.74,502.99,126.5,2.96,8.1,27.56,29.7,25.3,27.75,27.75,0.14
9/30/2022,1.8,1010.14,76.86,498.91,124,2.97,7.5,27.46,29.9,25.9,28.24,28.24,0.15
10/1/2022,16.8,1010.8,87.55,313.56,130.91,2.5,7.3,26.25,29.2,25,27.3,27.3,0.33
10/2/2022,17,1010.27,84.26,334.45,159.55,2.32,7.9,27.18,29.7,25.1,29.02,29.02,0.08
10/3/2022,9.2,1009.77,85.43,218.21,228.64,1.8,7.9,25.97,30,23.8,28.77,28.77,0.14
10/4/2022,3.8,1010.16,83.29,301.96,112.27,2.14,7.2,26.92,29.4,24.5,29.38,29.38,0
10/5/2022,12,1010.3,82.03,234.89,133.18,1.95,7.2,26.92,29.9,24.1,29.15,29.15,0
10/6/2022,11.2,1010.99,82.05,192.4,105,1.95,5.7,26.74,29.1,24,28.25,28.25,0.05
10/7/2022,12.4,1011.31,88.37,302.09,180.45,2.25,9.3,25.6,27.3,24.3,25.76,25.76,0
10/8/2022,107.8,1011.24,88.23,254.5,150.91,2.21,8.3,26.24,29.4,24,27.81,27.81,0
10/9/2022,8.6,1011.74,87.99,67.82,166.82,1.21,4.9,25.82,28.4,23.9,28.18,28.18,0.27
10/10/2022,15.6,1012.05,86.25,92.87,186.82,1.32,6.7,26.13,28.9,23.8,27.83,27.83,0.1
10/11/2022,2.4,1012.09,83.55,149.09,157.73,1.51,6.9,27.07,30.1,24.2,30.14,30.14,0.1
10/12/2022,8,1011.66,88.71,108.27,200.95,1.3,8.3,25.77,27.9,24.4,27.27,27.27,0.18
10/13/2022,1.4,1011.59,83.02,388.43,153.81,2.86,8.1,26.6,28.8,25,27.55,27.55,0.04
10/14/2022,9.4,1010.64,82.46,211.58,141.43,2.02,6.4,26.14,27.7,24,26.04,26.04,0.09
10/15/2022,0.4,1009.37,85.35,129.31,144,1.37,5,25.98,27,25,26.74,26.74,0.09
10/16/2022,0.2,1010.41,82.42,168.76,145.91,1.56,5.8,26.5,29,24.4,27.67,27.67,0.09
10/17/2022,0,1012.04,78.9,368.72,154.09,2.87,7.7,27.63,29.7,25,29.02,29.02,0.03
10/18/2022,0.8,1011.33,80.86,237.85,135.5,1.96,7.4,26.74,30,24.4,28.56,28.56,0.01
10/19/2022,0.2,1010.22,82.6,168.92,184.09,1.6,6.7,26.77,28.8,24.9,27.75,27.75,0.1
10/20/2022,8.8,1010.92,89.3,126.79,215.26,1.43,5.8,25.34,27.5,23.8,26.67,26.67,
10/21/2022,5,1011.02,84.58,195.91,186.47,1.64,5.8,26.74,29.3,24,29.21,29.21,
10/22/2022,2.2,1011.87,88.62,107.08,167.5,1.33,5.5,25.92,28.6,24.5,27.2,27.2,
10/23/2022,0,1011.25,78.91,178.4,201.43,1.81,6.5,28.27,31.6,25,31.23,31.23,0.03
10/24/2022,0.2,1011.03,78.28,202.64,247.73,1.88,10.1,28.43,31.5,25.6,30.8,30.8,0.07
10/25/2022,15.6,1011.32,86.76,157.86,220.45,1.53,8.8,26.16,30.4,24.4,27.05,27.05,0.03
10/26/2022,12.8,1011.23,85.53,198.7,189.55,2.05,6.9,26.29,29.4,23.6,27.91,27.91,0.13
10/27/2022,4.2,1010.85,84.1,141.71,184.29,1.62,6,25.77,28.8,24,27.77,27.77,0
10/28/2022,0,1009.84,75.24,166.58,226.67,1.45,12.6,26.28,29.3,23,28.17,28.17,0.03
10/29/2022,0.6,1009.32,71.37,260.13,137.27,1.99,7.1,27.11,30,24.4,29.25,29.25,0.1
10/30/2022,4.8,1009.67,75.25,210.23,176.82,1.9,6.7,26.35,28.6,24,27.51,27.51,0.16
10/31/2022,2.2,1010.02,76.36,263.3,128.64,2.1,6.5,26.35,29.2,24.1,27.73,27.73,0.02
11/1/2022,26,1010.4,77.44,354.67,148.64,2.47,7.8,27.1,29.8,23.9,29.36,29.36,0.08
11/2/2022,192,1011.09,91.72,189.7,169.09,1.77,7.7,24.88,27.5,23.3,26.74,26.74,0.1
11/3/2022,8,1010.36,84.35,234.62,157.62,1.84,6.5,27.04,29.6,24,29.05,29.05,0.08
11/4/2022,39.4,1011.2,85.2,281.17,181.43,1.89,8.7,26.55,30.5,23.6,29.01,29.01,0.07
11/5/2022,0.2,1012.32,82.29,183.33,184.21,1.48,5.5,27.36,30.1,24.3,29.22,29.22,0.03
11/6/2022,64.8,1012.27,84.22,291.9,195,1.98,9.8,27.11,30.9,23.6,29.85,29.85,0.03
11/7/2022,0.4,1011.88,83.87,90.48,173.64,1.23,4.8,26.77,30,23.8,28.58,28.58,0.08
11/8/2022,13,1011.28,82.67,198.52,227,1.77,7.3,26.88,30.9,24,29.42,29.42,0.1
11/9/2022,2.2,1010.69,84.42,182.18,223,1.55,7.2,26.8,30.7,24.6,30.01,30.01,0.2
11/10/2022,0,1010.4,84.22,115,255,1.47,5.9,26.93,30.1,24.4,28.49,28.49,
11/11/2022,13,1009.71,80.65,228.46,259.44,1.96,8.6,27.58,31.9,24.2,30.07,30.07,
11/12/2022,13.2,1009.45,88.52,144.54,258.1,1.66,8.9,26.01,29.7,24.1,27.15,27.15,0
11/13/2022,5.2,1008.74,85.18,91.61,259.38,1.39,5.2,26.99,29.6,24.6,28.8,28.8,0
11/14/2022,19.2,1008.95,84.91,218.99,210,1.89,7.9,27.19,30.6,24.5,29.95,29.95,0.18
11/15/2022,5.8,1008.74,83.97,147.79,197.33,1.53,6.4,27.57,31.1,24.9,141.91,141.91,0
11/16/2022,14.4,1007.99,86.22,130.08,225.24,1.31,8.9,26.9,31.4,24.6,29.67,29.67,0.05
11/17/2022,1.8,1007.7,81,161.78,182.38,1.38,5.5,27.97,31.3,25.4,30.3,30.3,0.13
11/18/2022,34,1008.03,84.5,202.09,142,1.62,6.6,27.27,30.3,25,24.83,24.83,
11/19/2022,8.4,1007.93,81.4,127.29,244,1.36,6.2,27.13,31.6,23.1,69.07,69.07,0.15
11/20/2022,2.4,1007.05,78.86,304.82,266,2.49,8.4,27.67,30.9,24.3,28.22,28.22,0
11/22/2022,6,1008.79,78.24,129.1,238.57,1.5,6.6,27.46,29.9,24.5,26.53,26.53,0.2
11/24/2022,1.6,1010.59,90.82,37.12,286.36,1.19,4.4,24.19,25.5,23.9,25.52,25.52,0
11/25/2022,32,1010.82,88.21,184.14,206.25,1.71,7.5,24.82,29.9,22.9,26.81,26.81,0
11/26/2022,55.6,1010.87,84.08,88.44,198.89,1.46,5.9,26.86,30.5,24.1,26.43,26.43,0.01
11/27/2022,107.6,1010.91,89.14,62.19,162.86,1.24,5.7,25.03,28,23.5,26.2,26.2,0.02
11/28/2022,1.4,1009.61,81.71,128.91,184.74,1.46,6,26.61,30.3,24.1,29.01,29.01,0.21
11/29/2022,1.4,1010.17,87.57,95.34,234.67,1.41,6.1,25.65,28.1,23.9,94.59,94.59,0.06
11/30/2022,8.6,1010.24,84.12,80.27,199.38,1.19,5.9,26.08,28.7,24.1,26.94,26.94,0.07
12/1/2022,0.4,1008.61,86.53,99.35,230.83,1.22,4.6,26.04,27.8,24.6,27.37,27.37,0
12/3/2022,231.8,1008.24,90.18,20.46,204,0.98,5.7,25.16,27.9,23.7,622.44,622.44,0
12/4/2022,15,1009.3,77.1,237.93,123.33,1.93,4.5,27.7,29.7,24.7,226.22,226.22,0.1
12/5/2022,15.2,1008.53,82.25,116.5,240,1.55,5.7,27.65,30.2,25.1,15.7,15.7,0.1
12/6/2022,13.8,1008.2,89.15,0.35,243.33,0.65,3.8,25.83,27.7,24.4,13.88,13.88,0
12/7/2022,8.4,1008.83,83.47,150.93,273.33,1.4,5.8,27.08,31.3,24.8,200.84,200.84,0.2
12/8/2022,9,1008.35,78.54,168.4,195,1.65,5.7,28.28,31,25,22.19,22.19,0
12/9/2022,27.2,1008.88,85.94,85.24,254.17,1.21,7.6,26.48,31.3,24.4,26.4,26.4,0.01
12/10/2022,90.6,1010.16,85.76,156.97,245.56,1.68,6.5,25.38,31,22.9,18.81,18.81,0.1
12/11/2022,2.8,1009.63,73.89,165.44,200,1.67,4.9,27.98,30.7,24.2,27.42,27.42,0.07
12/12/2022,82,1011,74.2,342.9,120,1.9,6.1,29.3,30.3,23.9,26.04,26.04,
12/13/2022,100,1009.77,85.69,37.72,208,1.06,7.1,26.38,29,24.3,27.44,27.44,0.15
12/14/2022,0,1010.2,84.9,35.8,195,1,3.1,26.8,28,25.6,27.75,27.75,
12/15/2022,0,1010.38,73.95,246.38,275,1.95,5.8,28.63,30.4,25.7,29.53,29.53,0.05
12/16/2022,32.8,1007.67,79.93,210.8,195.83,1.64,8,27.48,31.3,24.4,27.22,27.22,0.03
12/17/2022,10.6,1007.9,86.14,81.24,225,1.19,5.5,25.9,30.1,23.8,155.58,155.58,0
12/18/2022,0.8,1008.43,77.57,76.8,145,0.9,5.9,28.58,31.7,26,23.45,23.45,0
12/20/2022,25.8,1007.26,84.34,78.38,272.22,1.18,6.8,26.73,32.3,24.9,26.65,26.65,0.09
12/21/2022,0,1006.15,80.68,88.25,277.5,1.6,5.8,27.55,31.9,25.2,17.13,17.13,0.03
12/23/2022,11.4,1006.36,80.84,440.54,282,3.04,10.6,27.04,32.1,10.5,14.7,14.7,
12/24/2022,69.4,1007.79,83.36,137.66,256.67,1.41,10.7,26.84,31.7,24.8,21.93,21.93,0
12/25/2022,0.4,1009.27,86.16,165.54,292.86,1.86,7.2,26.33,28.9,24.8,146.47,146.47,0
12/26/2022,24,1009.43,88.08,61.12,220,0.87,4.3,26.05,29.7,24.6,24.39,24.39,0.1
12/29/2022,2.4,1009.64,82.37,260.48,262.22,2,10.9,26.51,30,24.2,24.25,24.25,0.05
12/30/2022,14.4,1010.14,84.1,50.64,266,1.66,5.3,26.78,32.4,25.2,13.1,13.1,0
12/31/2022,0,1009.32,75.64,231.36,317.06,1.83,6.8,27.38,31.3,25.2,27.53,27.53,0.07
1/2/2023,8.8,1010.04,82.62,148.06,256.67,1.61,7.6,27.1,31,25.1,26.26,26.26,0.2
1/3/2023,0.2,1010.25,79.63,412.19,271,2.91,10.7,27.35,31.1,25.2,134.86,134.86,0.02
1/4/2023,0,1010.55,79.65,252.48,283.33,2.03,9.3,27.17,31.5,24.7,26.95,26.95,0.04
1/5/2023,4.2,1010,80.85,313.35,277.14,2.25,11.4,27.32,31.7,24.7,28.28,28.28,0.07
1/7/2023,11.4,1010.75,78.02,314.61,250.95,2.2,10,27.99,31.8,25.3,29.52,29.52,0.04
1/8/2023,0.2,1009.14,73.44,307.95,239.29,2.11,6.6,28.96,31.4,24.6,668.95,668.95,0.2
1/9/2023,0,1011.31,77.16,83.21,233.53,1.29,6.5,27.81,31.8,25.4,202.01,202.01,0.04
1/10/2023,6.6,1011.6,78.23,149.89,237,1.64,8.4,28.09,32.1,24.6,30.24,30.24,0.11
1/11/2023,8.6,1011.66,76.45,205.85,252.73,2.03,9,28.2,32.2,24.7,30,30,0.13
1/12/2023,0.8,1010.93,78.15,153.93,254.67,1.47,6,27.83,31.6,25,28.18,28.18,0.08
1/13/2023,0,1011.53,70.63,356.07,226.67,2.13,6.1,29.63,31.8,26.4,31.62,31.62,0.25
1/14/2023,0,1010.54,76.91,163.57,230.56,1.64,8.2,27.67,31.4,24.9,29.32,29.32,0.13
1/15/2023,0.6,1008.9,72.62,286.34,243.91,2.15,8.5,28.81,32.1,25.5,30.43,30.43,0.13
1/16/2023,7,1008.23,78.24,216.51,250.91,1.93,6.8,27.9,31.5,25.8,28.92,28.92,0.1
1/17/2023,23.2,1009.33,82.85,165.57,231.82,1.52,8.2,27.35,31.5,24.5,29.07,29.07,0.04
1/18/2023,5.6,1010.74,87.86,142.43,297.78,1.73,9,25.27,29.7,23.9,26.78,26.78,0
1/20/2023,0,1010.8,86.55,68.8,215,1.05,4,26.1,28.6,24.8,26.1,26.1,0
1/21/2023,11.6,1009.74,83.91,138.81,268.95,1.57,8.6,26.18,30.8,23.4,27.91,27.91,0
1/22/2023,1.2,1008.41,81.4,123.87,260.5,1.63,8.8,27.26,31.9,23.9,30.04,30.04,0.25
1/23/2023,0.6,1007.98,84.44,180.09,239.29,1.52,9.3,26.62,31,24.8,62.5,62.5,0.03
1/24/2023,0,1006.55,75.91,215.72,282,1.6,7.6,28.01,32.4,24.9,29.74,29.74,0.07
1/25/2023,0,1006.57,75.48,304.7,267.37,2.29,11.4,28.19,32.7,25.4,29.23,29.23,0.3
1/26/2023,0.8,1007.62,84.78,172.04,283.89,1.53,9.5,26.23,30.3,24.4,27.53,27.53,0.03
1/27/2023,24,1007.74,86.44,191.13,266.11,1.77,11.3,26.09,30.6,24.3,27.17,27.17,
1/28/2023,0,1006.5,82.77,85.69,244.29,1.24,5.8,27.3,31.1,24.7,28.5,28.5,0.35
1/29/2023,1,1006.66,85.74,112.63,275.71,1.25,5.5,26.19,31,24.4,27.32,27.32,0.04
1/30/2023,5.8,1007.59,83.74,91.31,173.81,1.09,5.6,27.45,31.5,25,28.39,28.39,0.07
2/1/2023,6.2,1007.92,81.84,250.8,273.18,1.92,10.9,27.55,32.5,24.6,28.79,28.79,
2/2/2023,2.2,1008.08,86.03,162.53,292.5,1.65,7.9,26,28.6,24.1,26.79,26.79,0.04
2/3/2023,37.2,1008.1,88.35,127.18,220.59,1.39,8.8,26.25,32.3,24.6,27.32,27.32,
2/5/2023,0,1007.38,80.73,275.88,277.89,2.14,9.7,27.05,30.8,25.2,28.03,28.03,0.08
2/6/2023,0,1007.03,71.55,230.4,249.05,1.8,9.1,28.41,33.1,25.4,28.68,28.68,0.05
2/7/2023,0,1007.85,74.84,258.7,234.09,1.84,10.1,27.69,31.7,24.9,28.03,28.03,0.06
2/9/2023,0.2,1008.51,78.19,179.73,290,1.58,9.5,27.64,32.8,25.2,26.55,26.55,0.04
2/12/2023,0,1008.23,74.92,219.72,272,1.62,9.5,28.5,33.3,24.7,29.51,29.51,0.11
2/15/2023,0,1007.83,70.73,717.46,257.14,3.97,14.1,28.89,32.2,26,321.04,321.04,0.03
2/18/2023,0,1010.8,77.6,307.43,270,1.97,4.7,27.67,29.7,24.5,1100.23,1100.23,0.2
2/19/2023,,,,,,,,,,,1317.09,1317.09,
2/21/2023,0,1009.88,71.88,386.84,250,2.54,8.3,29.3,31.1,24.4,219.61,219.61,0.25
2/22/2023,5.2,1009.67,76.91,277.13,237.39,1.9,9.9,28.43,32.1,25.2,30.49,30.49,0.05
2/24/2023,,,,,,,,,,,,,
2/25/2023,3.8,1009.4,80.17,192.4,294.17,1.73,8.5,27.89,31.8,25.3,29.08,29.08,0.08
2/27/2023,14,1011.83,85.73,192.77,246.67,1.63,7.4,26.63,30,24.8,158.5,158.5,
3/1/2023,0.2,1011.28,81.03,147.13,191,1.55,12.1,26.83,31.4,23.7,28.68,28.68,0.06
3/2/2023,0,1011.08,79.4,453.96,256,2.74,10.9,27.4,31.2,24.1,112.61,112.61,0
3/5/2023,0,1012.2,93,0.1,300,1,2,24.7,24.9,24.7,24.1,24.1,0
3/6/2023,0,1012.2,68.1,477.5,185,3.1,11.6,30.13,32.1,25.9,33.28,33.28,0.05
3/7/2023,0,1011.81,74.26,206.98,259.41,1.84,8.8,28.78,31.9,25,31.1,31.1,0.07
3/8/2023,5.8,1011.85,77.18,182.75,223.75,1.96,8.3,28.06,32.3,25.4,26.6,26.6,0.2
3/9/2023,3.2,1012.25,78.68,167.06,217.14,1.66,7.3,27.45,31.1,24.3,167.06,167.06,0.08
3/11/2023,0.4,1010.79,76.26,222.58,181.05,1.79,6.8,28.43,31.7,25.3,222.58,222.58,0.02
3/13/2023,0,1010.51,77.11,181.77,235,1.63,6.2,28.39,32.1,25.1,181.77,181.77,0.11
3/14/2023,0,1009.2,74.16,182.91,225.26,1.47,6.9,28.41,32.5,24.5,182.91,182.91,0.11
3/16/2023,5.2,1010.49,76.33,186.93,236.25,1.83,6.6,28.13,32.1,25.2,186.93,186.93,0.13
3/18/2023,10,1011,86.42,96.85,232,1.36,7.8,26.31,31.5,23.8,96.85,96.85,0.24
3/19/2023,0.2,1009.72,80.39,160.07,207.5,1.69,6.5,27.9,32,24.5,160.07,160.07,0.21
3/20/2023,25.4,1009.19,82.17,175.19,222.5,1.71,6.6,27.86,31.8,25.3,175.19,175.19,0.06
3/21/2023,2.6,1009.73,83.24,97.01,222.5,1.25,7.6,26.96,32.1,24.3,97.01,97.01,0.08
3/23/2023,1.6,1008.33,78.25,92.53,151.67,1.3,5.8,28.82,32.6,25.6,92.53,92.53,0.05
3/24/2023,0,1008.37,83.23,78.15,243.75,1.31,6.4,27.51,32.1,25.4,73.57,73.57,0.07
3/26/2023,0.4,1009.74,89.12,90.91,286.43,1.33,7.7,25.78,31.7,24.3,90.91,90.91,0.04
3/27/2023,0,1008.23,80.18,244.57,265.33,1.89,8,27.94,32.6,24.7,244.57,244.57,0.09
3/28/2023,3.8,1009.65,82.35,258.36,280,2.19,10.9,26.65,30,24.5,303.59,303.59,0.11
3/30/2023,0,1009.24,77.93,149.26,240,1.73,7.4,27.65,32.4,24.5,149.26,149.26,0.16
4/1/2023,0,1009.7,90.7,122,280,1.7,3.2,23.7,23.9,23.6,122,122,
4/2/2023,0,1008.8,92.9,15.9,300,1.3,2.6,24.9,25.1,24.8,15.9,15.9,
4/6/2023,0,1009.9,75.25,144.21,231.9,1.57,7.1,28,31.7,24.9,144.21,144.21,0.1
4/7/2023,0,1010.93,77.72,148.05,267.5,1.2,5.9,27.53,31.5,24.6,148.05,148.05,0.13
4/8/2023,0,1011.48,67.35,333.68,206.67,1.82,6.3,29.85,32.1,25.1,333.68,333.68,0.13
4/9/2023,0,1011.55,72.16,229.41,240,1.93,6,29.22,31.8,24.5,229.41,229.41,0.05
4/11/2023,16.4,1010.63,78.21,228.3,264.17,1.94,8.2,27.58,29.9,24.8,228.3,228.3,0.05
4/12/2023,9,1009.64,78.42,179.08,263.85,1.95,7.4,28.45,31.9,25.3,257.57,257.57,0.06
4/14/2023,0,1010.92,82.62,205.42,294,1.94,6.7,26.68,29,24.5,205.42,205.42,0.05
4/15/2023,0,,,,,,2.2,,24.8,24.6,,24.6,
4/16/2023,0,,,,,,2.5,,25,24.8,,24.8,
4/17/2023,0,1009.52,78.93,102.31,204.17,1.21,6.3,27.87,32.4,25.1,102.31,102.31,0.11
4/19/2023,0,,,,,,1.3,,26.5,26.3,,26.3,
4/20/2023,0,1007.4,73.35,397.5,125,2.65,6.3,29.65,32.2,27.9,397.5,397.5,0
4/21/2023,0,1005.78,68.63,544.38,140,3.23,7.6,31.03,31.9,26.1,544.38,544.38,0.1
4/23/2023,0.6,1009.06,80.97,258.26,181.25,1.93,7.8,28.11,32.3,25.5,258.26,258.26,0.11
4/24/2023,69.2,1009.58,81.08,309.53,162.31,2.11,6.5,28.43,32,24.7,309.53,309.53,0.2
4/25/2023,0,1009.21,78.67,202.86,202,1.99,6.5,28.82,31.8,25.2,202.86,202.86,0.15
4/27/2023,12.6,1008.45,76.7,217.37,143.33,1.62,6.6,29.08,32.1,25.4,217.37,217.37,0.15
4/29/2023,0.8,1009.8,83.47,226.09,222.86,2,7,28.09,30.9,24.5,226.09,226.09,0.12
4/30/2023,2.6,1007.79,78.04,183.61,277.14,1.7,7,28.87,32.5,25.2,183.61,183.61,0.17
5/1/2023,0,1007.63,75.57,225.2,273.33,1.73,5.7,29.43,31.6,24.5,168.9,168.9,0.15
5/3/2023,6.2,1008.36,77.98,328.17,157.78,2.43,6,29.5,31.5,26.2,328.17,328.17,0.13
5/4/2023,1.6,1009.32,81.02,138.64,159.17,1.58,6.1,29.25,32.1,25.8,138.64,138.64,0.21
5/5/2023,25.8,1008.93,82.25,131.45,230,1.57,5.4,27.95,31.7,24.3,131.45,131.45,0.23
5/6/2023,11.8,1007.66,80.42,233.11,161,1.93,6.7,28.49,31.5,25.1,233.11,233.11,0.07
5/7/2023,3.4,1008.11,79.59,202.34,145,1.76,6.4,28.71,30.8,26,202.34,202.34,0.17
5/8/2023,0,1008.92,80.48,348.23,140,2.29,6.9,28.77,31.3,25.6,348.23,348.23,0.14
5/12/2023,1,1011.65,90.37,84.65,200.83,1.34,6.5,26.1,31.7,25.2,84.65,84.65,0
5/13/2023,0.4,1012.04,78.7,613.08,121.25,3.58,10.1,29.03,31.5,25.4,613.08,613.08,0.08
5/14/2023,0,1014.06,77.64,434.88,102.35,2.77,10.1,26.96,30.6,23.6,410.89,410.89,0.09
5/16/2023,0,1014.13,71.41,371.63,101.54,2.4,8.9,27.52,30.4,23.5,371.63,371.63,0.25
5/17/2023,0,1013.68,70.88,451.89,98.57,2.79,8.1,27.86,30.5,24.1,421.77,421.77,0.07
5/18/2023,0,1013.14,70.63,462.28,137.78,2.72,7.9,28.11,30.4,24.8,462.28,462.28,0.1
5/19/2023,0,1013.11,71.01,454.17,112.22,2.68,6.4,28.63,30.4,25.1,454.17,454.17,0.22
5/21/2023,0,1012.69,78.89,210.48,90,1.93,6.3,27.24,30.1,25,210.48,210.48,0.05
5/22/2023,0,1013.03,73.68,367.14,104.44,2.52,7.5,28.31,31,24.8,367.14,367.14,0.07
5/23/2023,2.2,1013.55,72.85,415.15,109.29,2.51,7.7,28.41,31,24.6,415.15,415.15,0.14
5/24/2023,0.2,1013.09,72.4,324.31,124.74,2.24,6.9,28.15,30.8,24.6,324.31,324.31,0.14
5/25/2023,0,1013.96,75.39,224.12,171.43,1.98,6,27.94,31,25.4,224.12,224.12,0.12
5/26/2023,0,1013.47,69.13,491.84,120,2.9,7.6,29.34,30.8,24.7,491.84,491.84,0.07
5/27/2023,0,1012,71.46,606.86,120,3.46,8.1,29.48,31.3,25.3,606.86,606.86,0.05
5/28/2023,0,1011.22,72.36,601.36,104,3.68,8.6,28.54,30.4,25.1,601.36,601.36,0.13
5/29/2023,0,1011.05,64.3,583.35,115,3.35,8.7,28.95,30.7,23.8,583.35,583.35,0.1
5/30/2023,0,1010.98,70.85,373.25,111.67,2.73,6.3,28.63,30.3,24.5,373.25,373.25,0.16
5/31/2023,0,1012.4,69.86,365.24,122,2.58,6.9,28.48,30.4,24.4,365.24,365.24,0.06
6/1/2023,0,1011.18,74.47,394.78,180,2.73,7.7,28.35,30.8,25.2,394.78,394.78,0.2
6/2/2023,0,1011.53,73.74,569.54,116.67,3.35,8.3,28.99,30.8,25.9,569.54,569.54,0.17
6/3/2023,0,1011.99,76.93,681.08,114.21,3.87,9.8,28.28,30.8,26.4,681.08,681.08,0.09
6/4/2023,0,1011.72,77.68,429.98,107.5,2.88,7.7,27.95,30.7,25.5,429.98,429.98,0.12
6/5/2023,0,1010.88,76.45,428.83,105,2.62,7.5,28.12,30.9,25.3,428.83,428.83,0.16
6/6/2023,11.6,1011.08,80.98,376.48,89.17,2.54,8.9,26.93,30.4,25.4,376.48,376.48,0.24
6/7/2023,8,1011.75,83.07,618.56,103.16,3.52,10.3,26.66,29.6,24.4,618.56,618.56,0.09
6/8/2023,5.8,1012.21,85.95,689.45,118.67,3.83,10,26.64,27.7,24.9,689.45,689.45,0.1
6/10/2023,0,1011.48,81,460.45,82.5,2.53,8.9,26.83,29.8,24.5,460.45,460.45,0.1
6/11/2023,0,1011.18,81.68,266.72,160,1.85,6.8,26.45,29.5,24.1,266.72,266.72,0.08
6/12/2023,0,1011.46,81.15,348.12,137,2.31,7.2,27.35,29.6,24.5,348.12,348.12,0.07
6/13/2023,0,1011.27,82.57,492.06,122,3.12,9.2,27.68,29.8,25.8,492.06,492.06,0.05
6/15/2023,0,1012.68,81.45,462.2,115,2.78,9.4,27.08,29.7,25.6,462.2,462.2,0.05
6/16/2023,0,1011.96,81.66,525.83,112.5,2.98,8.7,26.8,29.8,25.2,525.83,525.83,0.09
6/17/2023,0,1011.09,80.44,361.46,132.35,2.35,7.4,26.48,29.4,23.9,361.46,361.46,0.07
6/18/2023,0,1011.55,80.96,288.21,169.23,1.99,5.7,26.71,30.1,24.1,288.21,288.21,0.14
6/19/2023,0,1010.64,80.68,231.2,168,1.62,6.2,27.72,30.6,24.7,231.2,231.2,0.15
6/20/2023,0,1011.4,76.66,190.37,182,1.53,6.1,27.65,31.4,24.7,190.37,190.37,0.1
6/21/2023,0,1011.88,82.02,172.67,112.14,1.59,5.2,27.42,31.1,24.8,172.67,172.67,0.07
6/22/2023,0,1012.74,80.54,423.19,116.25,2.56,5.9,27.89,30,24.6,423.19,423.19,0.1
6/23/2023,0.6,1012.8,70.6,567.6,130,2.6,6.9,28.8,30.4,25.3,567.6,567.6,0
6/24/2023,1,1011.25,86.95,166.4,135,1.75,5.6,26.45,28.1,25.1,166.4,166.4,0.3
6/25/2023,0,1008.7,74.5,485.9,150,3.1,6,28,29.1,25.4,485.9,485.9,
6/27/2023,0,,,,,,7.7,,26.8,24,,24,
6/28/2023,0,,,,,,7.1,,26.2,26,,26,
6/29/2023,0.2,1013.3,91.7,293.1,150,2.5,7.1,25.6,26.2,25.5,293.1,293.1,0.1
6/30/2023,0,1012.6,73.1,663.7,130,3.8,7.7,28.9,29.1,24.7,663.7,663.7,0.3
7/1/2023,0.8,1012.1,86.25,372.4,95,2.45,6.6,26.4,28.1,24.9,372.4,372.4,0
7/2/2023,0,1013.24,78.05,519.56,121.54,3.22,7.7,27.79,29.9,25.4,519.56,519.56,0.1
7/3/2023,0.2,1013.92,76.83,407.88,117.65,2.73,7.3,26.83,29.3,24.9,385.25,385.25,0.19
7/4/2023,0,1012.7,81.72,188.2,157.5,1.53,6.1,25.45,28.3,24.2,188.2,188.2,0.04
7/5/2023,0.2,1011.73,79.2,302.27,105,2.15,6.7,26.63,29.4,24.1,302.27,302.27,0.13
7/6/2023,0.6,1011.71,80.54,490.14,105.71,2.92,7.6,27.08,29.6,24.4,490.14,490.14,0.13
7/7/2023,116,1012.76,91.46,563.35,116.47,3.61,12.8,25.2,27.3,23.4,563.35,563.35,0.13
7/9/2023,0.4,1013.51,84.71,358.58,100,2.69,8.8,26.78,29.1,24.7,358.58,358.58,0.2
