tanggal,temp_max,temp_avg,temp_min,ev_pan,dew point,rh,ws_avg,ws_max,sr,pp_air
7/24/2022,31.8,29.1,26.6,4,25.1,79.3,1.5,3.6,8.9,1008.1
7/25/2022,31.7,29.1,26.8,6.2,24.4,75.6,1.6,3.6,8.9,1009.1
7/26/2022,31.8,29,26.4,5.5,23.7,73.1,2.3,4.6,4.3,1008.9
7/27/2022,33,29.2,26.8,6,23.8,72.9,2.3,4.1,8,1009.3
7/28/2022,33.2,29.8,27.1,6.9,24.8,74.8,3.2,5.1,6.6,1008.5
7/29/2022,33,29.6,27,1.7,25,76.3,2.7,5.1,,1008.6
7/30/2022,31.4,29.1,26.8,4.1,25.1,79,2.3,5.1,7.8,1008.9
7/31/2022,32.2,29.1,26.2,5.2,24.7,77.4,3,6.7,9.4,1008
8/1/2022,32.4,29.7,26.4,4,24.9,75.5,2.9,4.6,7.4,1008.5
8/2/2022,32,29.6,27.6,5.2,24.8,75.1,2,4.1,9.1,1008.8
8/3/2022,32.6,29.1,25,4.9,25,78.6,3,5.1,7.2,1009.5
8/4/2022,31.4,28.2,25.4,2.6,25.2,83.8,1.8,4.6,4.6,1009.9
8/5/2022,30.6,28.3,26,8.1,25.2,83,1.3,2.6,7.2,1010.5
8/6/2022,31.6,28.9,26.3,5,24.5,77.2,1.5,5.1,6.7,1010.1
8/7/2022,31.6,28.9,26,5.3,24.3,76.1,2.4,5.7,8.7,1009.6
8/8/2022,32.6,29.7,26.2,3.7,24.6,74.6,1.8,3.1,8.5,1009.1
8/9/2022,31.9,29.4,26.4,6,24.6,75.2,1.9,4.1,8.9,1008.9
8/10/2022,33.4,29.9,27,6.3,24.9,74.5,2.1,5.7,8.7,1009.4
8/11/2022,33,30.1,27.2,6,25.4,76.1,2.3,5.1,7,1009
8/12/2022,32.8,29.4,26.5,2.7,24.9,77.1,2,3.6,8.6,1009.7
8/14/2022,33.4,29.7,27.1,5,25,75.8,2.3,7.7,6.6,1009.8
8/15/2022,32.2,29.5,27.2,6.1,24.7,75.5,2.1,4.6,8.3,1010.3
8/16/2022,31.2,29,26.6,4,25,78.9,1.5,3.6,6.6,1010.5
8/17/2022,31.8,29.5,26.7,4.3,25,76.5,1.8,5.1,4.3,1009.8
8/18/2022,33.6,29.8,27,4.6,23.9,70.6,2.7,6.2,7.3,1009.9
8/19/2022,34.3,30.4,27.2,5.7,24.3,70.1,3.7,7.2,9,1009
8/20/2022,33.9,30.3,27.6,6.6,24.4,70.8,3.1,7.7,8.6,1008.8
8/21/2022,32,28.8,26,5.1,24.6,78,1.8,4.6,8.9,1009.6
8/22/2022,30.2,28.6,26.8,4.4,25.1,81.2,1,2.6,7.6,1009.7
8/23/2022,33,30,27,2.8,24.9,74.2,2,4.6,2.1,1009.5
8/24/2022,32,29.5,27,6.9,25.1,77.2,2.3,4.6,8.6,1009.7
8/25/2022,32.2,29.5,26.8,4,23.8,71.4,1.9,5.1,6.5,1009.2
8/26/2022,31.6,29.4,26.8,6.1,24.2,73.5,1,4.1,7,1008.9
8/27/2022,31.7,28.8,26.7,5.4,24.9,79.3,1.2,4.1,2.8,1008.7
8/28/2022,30.8,28.3,26.2,4.5,25.1,82.9,1.6,4.6,2.8,1008.6
8/29/2022,31.6,28.9,26.2,4.3,24.5,77.4,1.2,3.1,3.9,1009.5
8/30/2022,32.6,29.7,27.2,3.2,24.2,72.3,1.4,4.1,7.7,1009.3
8/31/2022,31.8,29.2,27.3,4.8,24.5,76.1,2.3,4.6,7.3,1008.3
9/1/2022,32.8,29.7,26.8,4.4,24.9,75.8,3,5.7,4.4,1009.4
9/2/2022,32,28.9,26.2,4.5,25,79.4,1.6,6.2,8,1010.3
9/3/2022,32.4,28.8,26.2,2.6,23.6,73.5,3.7,8.7,3.1,1010
9/4/2022,32,29.5,27.2,8.1,24.6,75.1,2,3.6,8.7,1009.9
9/5/2022,33,30,27.8,4.7,25.4,76.6,1.9,4.6,7.4,1010
9/6/2022,33,29.7,26.6,2.7,25.1,76.4,2.5,4.6,7.4,1009.8
9/7/2022,31,27.8,26,3.8,25.1,85.3,1.4,3.6,9.2,1011.1
9/8/2022,27.8,26.5,25.2,1.6,24.5,89,0.7,3.1,5.3,1012.2
9/9/2022,29.9,26.6,24.4,1.1,24.2,86.6,1.6,4.6,0,1012.4
9/10/2022,30.1,27.2,25.2,6.9,24.2,83.4,1.3,2.6,2,1011.4
9/11/2022,30.9,28,25.6,3.4,24.6,81.7,1.5,5.7,1.2,1010
9/12/2022,31.5,29.1,26.1,5.4,25.1,78.9,1.6,3.6,9.5,1010.6
9/13/2022,31.6,28.9,26,4.2,24,75,1.5,3.1,8.4,1012.6
9/14/2022,31.2,29.3,26.4,4.5,24.2,74.3,1.5,4.1,6.5,1012.9
9/15/2022,32.6,29.4,26.7,3.5,24.1,73.4,1.1,3.6,4.4,1010.7
9/16/2022,33,29.3,26.6,4.7,23.9,73.1,1.1,3.6,6.9,1010
9/17/2022,32,29.7,27.3,4.5,25.1,76.3,1.7,3.6,6.2,1010.6
9/18/2022,31.4,29.3,27.1,4.9,25.6,80.3,1.1,4.1,7.9,1010.4
9/19/2022,33.4,29.7,26.6,4.3,24.1,72,1.7,4.6,2.8,1010.9
9/20/2022,32,29.5,27,3.2,24.8,75.7,1.9,3.6,8.7,1010.3
9/21/2022,31.6,29.4,27.2,4,24.5,75,1.3,3.6,5.7,1010.2
9/22/2022,30.8,28.4,26.8,5.1,24.8,80.9,1.2,3.6,6,1009.9
9/23/2022,31.9,28.5,26.4,2,24.6,79.5,1.3,3.1,1,1010.2
9/24/2022,32.7,29.7,27.2,3.9,24.9,75.5,2.1,4.6,4.6,1009.4
9/25/2022,32.2,29.7,27.4,7.2,24.8,75,1.6,5.7,8.7,1009.5
9/26/2022,33.8,29.8,26.8,4.9,24.4,72.7,1.8,4.1,6.5,1008.9
9/27/2022,32.8,30,27,5.7,24.4,72.2,1.5,4.1,7.8,1008.3
9/28/2022,32.8,29.9,27.6,7.4,24.5,73.1,1.5,3.6,9.2,1007.2
9/29/2022,32.4,29.8,27.2,4.1,24.5,73.3,2.3,4.6,6.7,1008.1
9/30/2022,32.5,29.6,27.6,3.4,24.3,73.3,3.2,7.7,5,1009.2
10/1/2022,32.6,30,27.4,4.3,25.3,75.9,2.5,4.6,4.3,1009
10/2/2022,30,27.7,24.6,2.6,24.9,84.7,1,4.1,9.3,1009.1
10/3/2022,32.4,29,26.6,6.6,24.7,77.9,1.4,5.7,2.8,1008.7
10/4/2022,31.6,27.5,25.4,6.6,24.6,84.2,1.2,4.1,7.2,1009.1
10/5/2022,30,27.9,26.2,5.6,25,84,1.5,4.1,6.5,1009.7
10/6/2022,31.6,27.9,25,2.4,24.9,83.6,1.8,6.7,1,1010.1
10/7/2022,30.8,27,24.8,5.9,24.2,84.5,2.6,7.7,8.2,1010.4
10/8/2022,33.1,28.7,25.2,3.9,24.9,79.5,1.4,5.1,1.9,1009.9
10/9/2022,31.8,28.6,26.4,4.4,23.9,75.7,1.5,3.1,3.4,1010.7
10/10/2022,30.4,28.4,26.5,3.2,25,81.6,1.4,3.6,3.6,1011
10/11/2022,30.9,27.5,24.8,3.4,24.7,84.5,1.1,3.6,3.8,1010.7
10/12/2022,31,28.3,25.8,5.3,24.7,81.1,1.9,4.6,0.2,1010.2
10/13/2022,32,27.8,24.8,6.4,24.5,82.2,1.2,3.6,7.4,1009.2
10/14/2022,32,29.2,26.4,3.4,25,78,1.9,5.1,7.6,1008.1
10/15/2022,31.6,28.8,26.8,4.6,25.2,80.6,1.4,5.1,8.4,1008.7
10/16/2022,31.6,29.4,27.2,5.3,25.3,78.6,1.1,3.1,3.2,1010.5
10/17/2022,32.1,29.9,27.3,1.9,25.9,79.3,1.1,2.6,5.4,1010
10/18/2022,30,28.2,26.7,4.9,24.9,82.7,0.7,3.6,5,1009.2
10/19/2022,31,27.8,26.2,3,24.9,84.1,0.9,4.6,0,1009.5
10/20/2022,31.6,28.6,26.2,1.4,24.8,80,2.4,4.1,1.8,1010.5
10/21/2022,30.6,28.7,27,5,24.6,78.4,1.2,3.6,6.1,1010.9
10/22/2022,32.2,28.8,24.8,0.7,25.2,81,1.2,3.6,0,1010.8
10/23/2022,32.7,29.4,25.6,1.4,24.9,76.8,2.3,4.6,8.8,1010.5
10/24/2022,33.6,29,26.6,4,24.4,76.2,4.2,8.2,8.1,1010.4
10/25/2022,31,27.5,23.8,7.2,23.9,80.9,3.3,7.7,7.1,1010.5
10/26/2022,31.4,27.9,24,3.6,24.6,82.4,3.1,5.7,3.1,1009.1
10/27/2022,31.8,28.9,25.8,2.9,24.3,76.4,1.4,3.6,0.7,1008
10/28/2022,34.4,30.1,26.3,4.8,24.3,71.1,2.4,7.7,5.3,1007.3
10/29/2022,32.5,29.8,26.9,4.9,24.7,74.3,1.4,4.1,8.1,1007.8
10/30/2022,32.8,30,27.2,6.9,24.9,74.2,1.9,4.1,9.4,1007.6
10/31/2022,31.6,29.6,27,0.6,25.3,77.9,2.2,5.7,7.7,1008.8
11/1/2022,31.4,29.2,26.7,6.4,25.3,79.4,1.8,4.6,8.3,1009.2
11/2/2022,32.2,29.3,27.2,3.6,25.4,79.2,2.3,5.1,5.8,1009.2
11/3/2022,31.8,29.3,27,4.4,25.4,79.7,1.6,4.1,8.1,1010.1
11/4/2022,32.6,29,26.2,1.4,25.2,80.1,1.4,3.6,3.5,1011.2
11/5/2022,32.2,28.9,26.4,6.2,24.8,78.9,2,5.1,5.4,1011.9
11/6/2022,31,28.3,25.6,5,25.4,84,1.1,3.1,8.1,1011
11/7/2022,30.4,28,26,3.8,25,83.7,0.9,3.6,0.2,1010.6
11/8/2022,30.4,27.8,26,,24.9,84.2,1,3.1,,1010.3
11/9/2022,31,28.5,26.2,1,24.5,79,1.4,3.6,0.9,1010.5
11/10/2022,30.2,27.5,26.4,5.6,25.2,87.5,1.8,5.7,0.2,1009
11/11/2022,31.6,28.3,26,1.1,24,77.4,3.2,7.2,0.2,1009.3
11/12/2022,32.4,27.5,25.2,6.2,24.6,84.3,1.9,4.6,2.1,1008.1
11/13/2022,30,27.6,25,3.1,24.6,84.2,1.3,3.6,6.2,1008.6
11/14/2022,32.3,29.1,25.4,1.7,25.3,80,1.4,3.6,2.1,1008.9
11/15/2022,32.6,29.3,27.1,7.2,25.1,78.1,2.3,6.7,7.8,1008
11/16/2022,31.6,29,24.6,4.7,25.5,81.5,2.2,4.6,5.6,1007.6
11/17/2022,27.6,26.4,25,5.5,24,86.8,1.8,4.1,6.6,1008.2
11/18/2022,32,28.3,26.3,4.8,24.2,78.5,2.9,7.2,0,1007.9
11/19/2022,32,28.9,26.6,,24.8,78.6,4.4,7.7,,1007.3
11/20/2022,33.9,29.8,26.5,3,24.1,71.5,5,9.3,5.4,1006.9
11/22/2022,34.4,30,27.2,10.2,24.1,70.9,4.1,8.7,7.7,1008.1
11/24/2022,30.4,28.2,26,1.9,24.4,79.7,2.2,6.7,5,1009.5
11/25/2022,30.4,28.4,26.4,3.4,24.8,81,1.6,3.6,2.1,1010.3
11/26/2022,30.6,26.7,24.8,2.5,24.3,86.9,1.6,3.6,1.2,1009.4
11/27/2022,30.4,28.6,25.6,6,25,81.4,1.4,3.6,0,1008.7
11/28/2022,31.6,27.7,24.4,5.4,24.7,84.1,1.2,4.1,8.1,1008.9
11/29/2022,31.8,29,26.4,4.9,25,79,1.7,5.7,4.8,1008.2
11/30/2022,31,28.7,26.2,1.4,25,80.2,1.8,4.1,8.3,1008
12/1/2022,32.4,29.2,26.8,4.4,24.9,77.4,1.3,3.1,0.7,1006.6
12/2/2022,30.8,28.6,26.3,4,25.1,81.7,1.5,3.1,7,1007.6
12/3/2022,31.8,28.9,26.9,3.4,24.9,79,1.6,5.7,1.5,1007.2
12/4/2022,32,29,26.6,5.9,25,79,1.3,3.1,7.8,1008.1
12/5/2022,31.7,29,27,4.8,25.3,80.8,1.2,3.6,6.4,1008.3
12/6/2022,30.8,28.2,26,1.8,24.9,82.3,0.6,4.6,4.2,1007.7
12/7/2022,30.4,28.4,26.6,5.2,24.9,81,1.4,3.1,2.4,1007.9
12/8/2022,31.9,27.9,25.6,0.8,24.9,84.1,1.6,5.1,0.2,1007.8
12/9/2022,30.4,26.3,24.6,5.1,23.9,86.6,1.9,7.7,2.1,1008.5
12/10/2022,32,28.4,25.4,1.4,24.9,81.4,1.9,4.6,3.8,1008.7
12/11/2022,31.2,28.7,26,4.4,24,76,4.7,9.3,6.4,1008.9
12/12/2022,32.2,28.2,26,5.1,24,78.1,3.1,5.7,5,1008.5
12/13/2022,32.6,28.9,27,4,23.8,74.2,4.1,7.2,6.8,1008.9
12/14/2022,32.2,29,26.6,3.7,24.9,78.6,2.9,5.1,5.5,1008.4
12/15/2022,34.7,30.2,27.4,4.5,24.3,70.6,2.4,5.1,6.3,1006.7
12/16/2022,31.9,28.2,25.9,6.1,25,82.8,1.1,4.1,9.2,1007.8
12/17/2022,32.4,28.2,26.2,2.4,25.4,85,1.7,4.1,5.3,1006.8
12/18/2022,31.6,28.2,26,4.8,25.1,83.4,0.9,3.6,6.7,1006.2
12/19/2022,32,29.3,26.6,0.3,25.3,79.5,1.4,3.6,4.9,1006.1
12/20/2022,30.4,28.1,26.3,5,25.1,83.6,2,3.6,8,1007.3
12/21/2022,32.2,28.9,26.7,4.3,25,79.5,3,7.7,4.5,1006.6
12/23/2022,29.6,28.2,25.7,4.7,25,83,2.8,5.7,0.5,1008.5
12/24/2022,29.6,28.2,25.6,2.8,24.9,82.3,3.3,6.2,0,1009
12/25/2022,28.6,26.6,25.2,0.8,24.5,88.6,3,5.7,2.2,1010.3
12/26/2022,28.6,26.2,24,6.4,24.1,87.9,3.2,6.7,0,1011.2
12/27/2022,29,26.7,24.2,0.2,23.9,84.6,2.6,6.2,0,1011.6
12/28/2022,29,25.6,23.4,0.6,23.5,88.2,2.9,6.2,0.5,1012
12/29/2022,29.8,26.9,24.2,3.3,24.1,84.6,2.1,6.2,0.8,1011.2
12/30/2022,28.4,26.9,24.6,3.1,24.7,88.2,3.4,7.7,2.4,1010.8
12/31/2022,29,26.4,24.3,6.8,23.9,86.4,3.3,8.7,0,1011.3
1/2/2023,29.8,27.4,25.6,0,24.6,85,2.7,4.6,0.1,1011.3
1/3/2023,28.8,26.6,24.6,3.7,24,85.6,2.4,6.7,1.1,1011
1/4/2023,30.4,26.8,24.2,2.7,24.4,86.8,1.7,4.6,0.1,1010.2
1/5/2023,31.4,28.2,24.8,7.3,24.1,78.6,2.7,3.6,3.5,1010.7
1/6/2023,33.4,29.7,27.2,4.5,24.2,72.3,3.7,6.2,2.9,1009.8
1/7/2023,33.2,29.3,26.4,6,24.8,76.6,3.4,6.7,6.4,1008.9
1/8/2023,31.1,28.5,26.6,6.5,24.4,78.2,4,6.7,9.2,1010.3
1/9/2023,31.6,29.3,27.2,4.2,25.2,78.6,3.2,5.7,5.3,1011.1
1/10/2023,32.4,29.4,26.4,5,23.6,71.1,2.8,6.2,8.4,1010.4
1/11/2023,30.8,29,26.4,4.1,23.7,73.5,1.3,3.6,4.8,1010
1/12/2023,32,29.6,27,3.5,24.4,74,0.9,3.1,0,1009.8
1/13/2023,32,29.1,27.2,4.4,24.4,75.9,1.2,5.1,8.9,1009.8
1/14/2023,32,29.5,26.6,4.9,24.2,73.2,1.6,4.1,6.4,1008.2
1/15/2023,32.9,29.6,26.8,3.2,24,71.9,4.3,7.7,8.8,1007.6
1/16/2023,31.6,29.1,27.2,6.5,23.8,72.9,2.7,6.2,7.1,1008.8
1/17/2023,28.5,27.6,26.2,3.9,24.5,83.5,2.9,5.1,4.4,1010.8
1/18/2023,30,28,25.6,3.5,24.6,82,2.4,4.6,0.1,1010.5
1/19/2023,30.2,27.9,25.8,1.9,24.6,82.2,3.2,5.7,1.8,1010.2
1/20/2023,32,28.6,26.4,4,23.9,76.1,1.8,6.2,2.6,1009.2
1/21/2023,30.7,28.9,26.4,5.7,24.5,77.2,2.7,5.1,7.9,1008.1
1/22/2023,32.2,28.9,26.2,4.2,23.9,74.3,3.9,5.7,8.5,1007.1
1/23/2023,31.6,28.8,26.6,4.9,24.2,76.3,4.7,8.7,5.8,1006.8
1/24/2023,32.2,29.1,26.2,5.6,24.1,74.6,4.6,7.2,4.6,1006.6
1/25/2023,29.2,27.4,25.4,5.8,23.1,77.4,3.5,7.2,7.5,1007.7
1/26/2023,30.8,28.1,26,5,24.6,81.2,2.9,7.7,0,1008
1/27/2023,29,27,24.6,4.3,24.7,87.3,2.1,5.1,4,1007.1
1/28/2023,27.4,26.1,24.8,,24.5,90.9,2.1,6.7,,1006.9
1/29/2023,29.3,27.9,26.2,2.1,24.3,81.2,2.9,5.7,0,1007.9
1/30/2023,30.5,28.7,26.7,2.8,24.2,76.7,2.2,5.1,0.8,1008.7
1/31/2023,29.6,28.1,26.6,3.8,24.9,82.8,3,6.2,4.4,1008.1
2/1/2023,29.6,27.2,24.4,3.5,25,87.7,1.1,3.6,0.2,1008.1
2/2/2023,30.6,26.9,23.2,2.8,24.8,88.3,2.1,15.4,1.4,1008.8
2/3/2023,29.8,27.4,24,0.8,24,81.9,1.4,3.6,0.6,1008
2/4/2023,30.5,28.4,26.6,2,24.7,80.7,3,5.1,0,1007.6
2/5/2023,33,29.5,27,4.3,23.6,70.8,3.9,5.7,3.5,1007.4
2/6/2023,32.1,29.4,26.8,4,24,72.6,3.6,8.2,7.9,1007.8
2/7/2023,30,27.6,24.6,7,24.6,83.8,1.9,4.1,5.6,1008.6
2/8/2023,30.6,28,25.4,5.8,24.2,80,2.4,5.1,0.9,1008.7
2/9/2023,30.4,27.2,24.2,1.4,23.4,79.5,4.4,8.7,2.1,1008.5
2/10/2023,31.4,28.5,26,10.8,24.6,79.4,2,5.7,3,1007.4
2/11/2023,29.7,27.1,24,0,24.7,86.7,2.6,4.6,7.5,1009.3
2/12/2023,28,25.9,24.2,6.9,23.3,85.5,3,5.7,2.2,1010.9
2/13/2023,30.8,27.8,25.8,1.5,23.9,79.5,3.1,7.2,0,1009.7
2/14/2023,31.2,28.1,25.2,1.2,23.3,75.4,4.3,7.2,1.2,1008.7
2/15/2023,31.8,28,26.4,3.7,23.9,78.1,4.1,8.2,2.4,1009
2/16/2023,30.2,27,25.4,5.3,24.1,84.4,3.1,6.2,3.6,1009.7
2/18/2023,30.6,28.1,26,2.2,25.2,84.3,1.7,4.1,2.1,1009.7
2/19/2023,30.4,28.2,26.4,4.1,24.9,82.5,2.7,6.7,7.3,1009.5
2/20/2023,30.8,28.2,26,5.4,24.5,80.4,3.5,7.2,7.8,1009.6
2/21/2023,30.4,27.2,25.2,4.3,24.5,85.3,3,5.7,6.6,1010.3
2/22/2023,30.5,27.5,24.4,2.7,24.6,84.4,2.3,6.7,5.8,1009.9
2/24/2023,28,26,24.2,4,24.6,92.4,1.9,5.1,3.1,1010.5
2/25/2023,29.2,27,25,11.8,24.6,86.7,3.9,7.2,0,1011.8
2/26/2023,29.2,27,25.2,6,25,88.8,3.7,12.9,0.7,1011.3
2/27/2023,29.2,27.4,25,2.6,24.8,85.7,4.3,7.2,0.4,1011.7
2/28/2023,30.2,27.3,25,3.9,24.6,85.7,3.4,7.7,1.1,1011.7
3/1/2023,29.4,25.9,24.4,6.5,24.3,91,2.4,5.1,5.3,1011.5
3/2/2023,26.2,25.5,24,2.4,23.9,90.7,2.1,3.6,2.4,1012.2
3/3/2023,31,27.4,25.2,8.4,24.4,83.8,1.2,4.6,0,1012.4
3/4/2023,29.1,27.2,25.4,3.2,24.4,84.7,2.7,6.7,5.5,1013.2
3/5/2023,29.8,27.5,25,2.6,24.7,85.2,2.6,4.6,1.4,1012.7
3/6/2023,32,28.8,25.8,1.9,24.1,75.8,3.8,6.7,4.7,1011.5
3/7/2023,31.2,28.2,25.8,5,24.8,81.9,2.1,4.6,7.4,1011.4
3/8/2023,28.7,26.8,24.2,9.8,24.6,87.6,1.7,5.7,9.1,1011.8
3/9/2023,30.2,27.6,25,3.6,25,85.7,1.1,5.7,2.2,1010.9
3/10/2023,31.4,28.2,26,5.5,25,82.9,1.7,6.2,7.6,1010.4
3/11/2023,31.6,29.1,26.2,6,25.7,82,1.3,4.1,9.2,1010.7
3/12/2023,30.6,28.3,26.3,4,24.7,80.9,1.7,4.1,8.2,1010.4
3/13/2023,31.4,28.7,26.2,3,25.1,80.6,2,6.2,4.3,1009.2
3/14/2023,28.1,26.9,24.2,,24.6,87.1,2.7,4.6,,1009.5
3/15/2023,26.6,25.7,24,6.4,24.4,92.3,0.4,2.6,0,1010.5
3/16/2023,30.8,28.6,25.2,7.1,25.4,82.8,0.9,4.6,0,1010.8
3/17/2023,31.4,28.9,26.4,4.8,24.9,79,1.3,3.6,9.6,1010.4
3/18/2023,32,29.3,26.4,3.3,25.2,78.9,1.9,5.7,9.5,1009.2
3/19/2023,31.6,29.1,26.6,7.9,25.6,81.3,1.1,3.1,8.8,1009
3/20/2023,32.4,28.7,26.2,4,25.2,81.3,1.7,4.6,7.1,1009
3/21/2023,31.9,29.7,26.8,1.9,25.5,78.1,1.4,4.1,7.8,1008.6
3/22/2023,32.2,29.9,27.4,7.6,25.6,77.8,1.4,4.6,9.1,1008.1
3/23/2023,32.3,29.9,28,4.1,25.9,79.3,1.5,5.1,8.1,1008.3
3/24/2023,32.4,30,27.8,3.3,25.8,78.3,0.9,3.6,8,1009
3/25/2023,32,28,25.2,6.7,25.3,85.7,2.7,8.7,7.7,1009.4
3/26/2023,31.3,28.3,25.6,4,24.9,81.7,2.1,6.2,3,1008.4
3/27/2023,31.6,28.4,26.6,3.9,25.6,84.4,1.1,3.6,6.7,1008.9
3/28/2023,29.4,27.6,26.2,4.4,25.5,88.2,0.6,3.6,4.7,1009.7
3/29/2023,31,27.6,26,2.7,24.8,84.7,1.1,4.1,0,1009.5
3/30/2023,31.6,28.3,26.2,3.7,25.5,84.6,1.9,4.6,5.2,1009
3/31/2023,32.2,29.1,26.4,1.9,24.6,77.1,3.9,6.7,5.9,1009.1
4/1/2023,31,28.1,26.4,4.8,24.1,78.8,3.5,7.7,4.2,1009.5
4/2/2023,31.4,28.6,25.8,4.5,25.1,81.3,2.1,6.7,1.8,1008.2
4/5/2023,32.4,29.5,26.2,1.9,24.2,73.3,2.1,5.7,3.7,1009.2
4/6/2023,32.8,29.8,27,5.6,24.2,72.2,1.7,5.1,8.8,1009.7
4/7/2023,32.5,29.8,27,6.1,24.3,72.5,1.6,4.1,4.8,1010.5
4/8/2023,32.4,29.7,27.2,5.1,24.7,74.6,0.9,4.6,8.1,1011.3
4/9/2023,31.8,29.4,27.2,5.9,24.9,77,2.6,4.6,9.1,1010.5
4/11/2023,31.5,29.1,27.4,4.2,24.1,74.3,6.2,9.8,5.6,1009
4/12/2023,33.8,29.4,26.6,4.1,24.2,73.7,3.8,10.3,5.7,1008.6
4/13/2023,34.5,29.9,26.8,5.9,24.2,71.6,3,5.7,6.9,1009
4/14/2023,32.5,28.7,26.6,5.1,24.9,80.1,1.8,5.1,6.4,1009.1
4/15/2023,31.8,29.6,26.8,6,25.2,77.4,1.6,3.6,7.7,1008.4
4/16/2023,31,28.4,26.2,4.5,25.2,82.6,2.3,4.1,9,1009
4/17/2023,32.4,30,26.8,7.8,25.5,76.7,2.1,4.6,5.4,1010.2
4/19/2023,33.2,29.5,27.4,5,25,77,2.2,6.2,2.8,1007.5
4/20/2023,32.6,29.7,27.2,7,25.3,77.6,1.2,5.1,8.1,1007
4/21/2023,32.4,29.7,27.4,3.8,25,75.8,2.4,5.1,6.9,1007.8
4/22/2023,33.6,30.8,27.8,3.3,25.9,75.3,3.1,5.7,8.7,1007.7
4/23/2023,33.5,30.2,27.8,5.2,25.3,75.2,2.1,5.7,8.7,1008.7
4/24/2023,33.3,29.4,26.2,6.5,25.1,77.7,2.4,5.7,7.3,1008.6
4/25/2023,32,29.4,27.2,9.4,24.9,76.8,1.7,4.6,9,1008.1
4/26/2023,32.8,29.5,27.5,3.4,25.2,77.8,1.7,5.1,3.5,1008.1
4/27/2023,32.4,29.8,27,3.9,25.5,77.7,2,4.1,7.8,1008.3
4/28/2023,32.2,29.8,27.2,11.7,25.9,79.8,1.2,5.1,8.3,1008.4
4/29/2023,32,30,27.2,2.2,25.6,77.3,1.1,3.6,8.6,1007.7
4/30/2023,32.4,30.1,27.8,1.6,25.7,77.3,1.3,4.6,4.8,1007.1
5/1/2023,31.4,29.3,27.5,5.8,25.8,81.6,1.1,3.1,6.7,1007.8
5/2/2023,31.8,30,28,3,26.1,79.7,1.9,4.6,3.6,1008.7
5/3/2023,32.6,29.6,26.8,4.7,25.8,80.2,1.6,4.1,0.9,1009.3
5/4/2023,32.8,29.6,27.2,7,25.6,79.1,1.7,5.1,7.3,1008.2
5/5/2023,33,29,26.2,5.3,25.4,81,2.5,4.6,8.6,1006.9
5/6/2023,32,29.6,26.6,13.8,25.8,79.7,0.7,3.1,8.2,1007.4
5/7/2023,32.4,28.9,26.8,4.6,25.3,80.8,0.7,3.1,3.7,1008.1
5/8/2023,32.6,29.4,27.3,1.3,24.8,76.3,1.2,4.1,5,1008.8
5/9/2023,33.4,30.7,27.7,4.2,25.9,75.7,1.8,4.6,6.3,1008.7
5/10/2023,34.1,30.8,28.6,6.5,26.1,76.3,3.1,5.7,6.4,1009.2
5/11/2023,31.7,29.3,28,5.3,25,77.9,5.3,8.7,6.1,1010.6
5/12/2023,34.4,31,28.4,1.5,26,75,3.6,7.7,2.5,1010.9
5/13/2023,33,29.5,26.8,4.9,25.6,79.5,2,5.1,9.2,1011.4
5/14/2023,33,29.9,27,5.6,24.3,71.8,1.3,4.1,8.9,1011.5
5/15/2023,32.4,29.9,27,6.2,24.7,74.1,1.2,3.1,8.3,1011.9
5/16/2023,33,30.2,27.6,3.8,24.6,72.1,2.1,4.6,8.6,1012.1
5/17/2023,32.6,30.2,27.8,4.8,24.2,70.6,2.9,4.6,8.9,1011.9
5/18/2023,30.9,29.1,27.4,2.3,24.9,78,2.3,3.6,8.3,1011.9
5/19/2023,32.4,30.1,27.4,3.4,25.2,75.1,2.2,4.6,0,1011.3
5/21/2023,32.8,29.6,27.2,4.5,25.6,79.2,1.8,4.6,4.8,1011.8
5/22/2023,32.4,29.8,27.4,3.6,25.4,76.9,1.1,4.6,7.4,1011.8
5/23/2023,32.4,29.7,27.6,0.4,24.6,74.2,1.9,4.1,7.2,1012
5/24/2023,32.4,29.8,26.8,11.1,25.2,76.5,2.2,5.7,4.5,1012.5
5/25/2023,32.6,30.1,27.8,2.3,25.1,74.9,1.6,3.6,6,1011.8
5/26/2023,34.4,30.4,27.8,3,25.1,73.4,3,5.7,6.9,1010.9
5/27/2023,32.5,29.3,25.9,8,25.1,78.5,2.3,4.6,7.8,1009.3
5/28/2023,31.7,29.6,26.3,6.6,25.3,77.7,0.9,4.1,6.9,1009.4
5/29/2023,31.8,29.9,28.2,6.8,25.6,78.1,1.5,4.1,5.5,1009.8
5/30/2023,32.4,29.8,27.4,3,25.3,76.7,1.5,5.7,5.2,1010.3
5/31/2023,32.6,30,27.4,6,24.7,73.3,1.6,3.6,4.2,1009.7
6/1/2023,32.2,29.9,27.4,2.1,24.9,75,1.9,5.1,8.4,1010
6/2/2023,34.2,30.3,27.8,2.5,25,73.5,2.6,5.7,6.7,1010.3
6/3/2023,33,30.1,27.9,1.6,25.4,75.8,1.9,4.1,8.4,1010.4
6/4/2023,32.1,29.8,27.8,5,25.4,77,1.8,5.1,7.2,1009.6
6/5/2023,32.1,29.5,27.2,2.6,25.3,78.3,2.4,5.1,7.3,1009.4
6/6/2023,31,28.4,26.6,6.7,24.9,81.1,1.1,3.6,7.7,1010.2
