tanggal,tomang,sukapura,pulomas,manggarai,lebak bulus,kemayoran,kelapa gading,ciganjur,istana,manggarai2,sunter kodamar,sunter rawabadak,rorotan,bandara halim,pakubuwono,ragunan,pasar minggu,kapuk,kedoya selatan,pulo gadung,sunter hulu,setiabudi,waduk melati,cideng,karet,teluk gong
4/10/2022,0.6,0.4,0,0,0,0,0,2.2,0,0,0,0,0,40.2,0,2,,0,0,0,3,0,0,0,0,0
4/11/2022,0,7.6,0,12.8,0,0,2.6,0,0,7,0,0,8,59.3,0,0,4,0,0,0,21,3,1,0,0,8
4/12/2022,9.8,10.2,19.2,74.4,29.6,135,1.8,2.8,15,35,13,2,10,12.6,29,3,10,1,13.7,6,16,14,14,9.5,26,3
4/13/2022,1.8,0.2,0,6.6,18.4,16.6,0.4,31.8,3,6,0,2,0,28.2,4,10,7.5,0,1.2,0,45,6,3,6,4,3
4/14/2022,0,5.4,5.4,0,12,0,0.8,24.4,0,1,2,0,6,0,3,48,26.5,0,0,0,15,1,1,0,0,0
4/15/2022,0,0,0,0,13.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2022,51.6,0,0,4.6,0.2,4.8,0,0.2,7,5,0,0,0,0,0,0,0,0,37.2,0,0,2,4,24,6,0
4/18/2022,12.2,0,4.8,0,0,29.2,12.8,0,10,0,19,2,,0,0,0,0,0,20.2,0,0,0,4,14,7.5,16
4/19/2022,0,0,0.4,0.8,19.8,0,0,47.8,0,0,0,0,0,12.6,0,19,,0,0,0,0,0,0,0,0,0
4/20/2022,5.4,0,0,18.8,76,151.2,0,39.6,0,19,0,0,0,0,14,33.5,19,0,5.2,2,35,15,14,3,12.5,1
4/21/2022,2.8,0.8,4.2,0.6,0,123.2,3.2,0,2,1,5,0,1,3.8,0,0,1,5,0,4,0,1,1,8,2,4
4/22/2022,13.6,6.6,25.4,22.4,0.8,526.8,11.2,0.2,25,10,4,9,6,6.1,1.5,6,2,7.5,4.7,5,0,13,13,17,11,19
4/23/2022,6.8,22,4.6,5.6,38.4,708.6,21.2,16.6,8,5,8,19,24,0,7,35,19,8,40.3,15,11,7,4,5.5,5,3
4/24/2022,0,21.2,10.2,20,1.2,0,5.8,0.2,0,1,15,13,21,0,0,0,0,5.5,,0,0,0,0,0,0,0
4/25/2022,0,0.2,1.6,1.2,0,42.8,4.4,0,0,2,0,1,,10.3,2,0,0,0,0,0,0,1,1,0,1,0
4/26/2022,43,3.2,1,7.2,47.8,124.4,3.4,30,0,20,2,3.5,3.5,0.1,60,18,12,50,40.6,9,38,18,32,43.5,48,14
4/27/2022,0,1,0.6,0.4,0,0,0,0,0,0,0,1,,19.4,0,0,,0,,0,0,0,0,0,0,0
4/28/2022,25.6,12.4,14.8,1.6,3,2.4,1.8,0.6,6,12,8,11,13.5,4.7,16,24,15,26,19.5,3,58,8,9,10,11,16
4/29/2022,0,13,0,0,32.4,0,0.2,0,0,0,0,5,13,0,0,0,,0,0,0,0,0,0,0,0,0
4/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2022,2.4,0.2,0,10,61,0,0,5.8,5,0,0,1,,6.4,19,0,0,0,2.8,0,0,0,0,9,8,0
5/2/2022,0,0.4,0,5,0.2,0,0,0,0,37,0,0,0,0,0,0,32,0,0,17,17,48,0,0,0,0
5/3/2022,30,22.2,0,0.6,5.6,70,0.6,29,5,0,0,20,12,24.3,34,24,0,2.5,62,0,0,0,45,27,47,19
5/4/2022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2022,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2022,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,78.1,11,15,12,0,0,0,16,0,0,0,0,0
5/9/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2022,0,1,0,0.2,33.4,0,0,5,0,0,0,0,1,2.8,17,23,8,0,,1,8,2,1,0,0,0
5/11/2022,20.6,6.4,0.4,0,0,53.6,1.6,0,14,9,0,2,7,4.9,13,5,12,57.5,24,9,3,16,19,9,12,50
5/12/2022,0,0.2,0,0,0,0,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2022,71.6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,2,9,8,0
5/14/2022,0.8,0,0.6,0.2,0,15.2,0,0,4.5,7,2,0,0,0,0,0,0,0,0.9,0,0,3,3,3.5,5,0
5/15/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5/16/2022,0.2,0,9.2,0.2,18.4,0,5.6,9.2,2,12,19,11,0,76,70,77,90,1,11,18,14,6,2,1,3,0
5/17/2022,2,0,3.8,77.6,0,1,0,0.2,3,35,9,2,0,41.2,4,0,,9,3.1,0,20,21,15,4,25,13
5/18/2022,1.2,0,0,0.4,0,0,0,6.8,0,0,0,0,0,17.2,0,4,8,29,18,0,2,1,1,0,1,1
5/19/2022,16.4,0,0.6,1,0.6,194.4,0,0,38,3,21,11,0,4.2,6,0,,0,19,22,0,20,52,39,44,1
5/20/2022,2.4,0,0.2,2.4,0.8,62.6,3.6,1.2,0,8,0,0,0,7.2,3,1,2.5,4,4.4,9,1,1,4,0,3,4
5/21/2022,22.4,8.8,0,97.6,2.6,23.8,0.2,1.6,29,61.5,0,3,,40.6,29,7,15,7,24,0,16,68,54,40,42,15
5/22/2022,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
5/23/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
5/24/2022,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2022,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,,0.3,0,0,0,1,,0,0,0,0,0,0,0
5/26/2022,0.2,2.2,0,0,0.4,2.4,0.2,6,0,1,0,1,3,0,0,0,,2,0.2,0,0,1,0,0,1,0
5/27/2022,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,30,0,0,,0,0,0,0,1,0,0,0,0
5/28/2022,6,3,0.6,0,0,5,26.8,0,15,44,25,10.5,9,23.7,22,13,15,23,28,26,8,23,22,31,21,21
5/29/2022,22,26,3.8,19.8,14.2,63.8,7.8,11.6,17,23,38,34,29.8,0.4,30,17,14,26,22,32,26,21,14,24.5,15.5,23
5/30/2022,0.4,1,0,4.8,0.8,11.2,4,0.4,3,2.5,6,4,1,19,2,0,,0,4.1,0,0,0,6,4,5,0
5/31/2022,3.6,0,0,3.2,8.6,0,0,0.4,0,4,0,0,0,35.8,15,4.5,4,0,2.6,0,6,4,2,0,2,0
6/1/2022,0,0,0,0.6,17.6,0,0,0.8,0,21,0,0,0,35.8,0,14,14,0,0,0,50,24,4,0,1,0
6/2/2022,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6/3/2022,13.4,51.4,22.8,16.2,70.8,113.2,28.6,19.2,14,14,10,6,28.5,16.6,24,47,74,46,25,21,92,18,11,28,10,47
6/4/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6/5/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,,0,0,0,0,0,0,0,0,0
6/6/2022,1,0,0,0,12,0,0,0.2,0,0,0,0,0,57.4,6,33.5,37.5,0,,0,0,0,0,1,0,0
6/7/2022,0,1.4,6.6,3.2,12.6,1.6,0.4,28.6,0,2,7,0,1.5,22.3,20,12,11.5,0,1,0,11,0,7,0,2,0
6/8/2022,4.4,5.4,1.2,0,0.4,2.2,0,,12,3,7,11,5.5,0.2,0.5,0,1,22,17,12,0,8,13,23,20,8
6/9/2022,0.8,1,0,0,4.6,1.8,2,,0,0,1,3.5,,,0,6,8,1,29,0,12,0,0,2,0,0
6/10/2022,10,31.8,3,0,4,0,24.8,0.8,3,12,11,6,33,43.1,35,15,13.5,20,9.2,11,56,24,13,6,12,1
6/11/2022,0.8,6.8,0,39,21,3.6,15,7.6,2,11,0,6,3,0.4,6,0,0,0,1,0,0,9,2,2,2,0
6/12/2022,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,22,1,14,0,3.2,0,0,0,0,2,0,0
6/13/2022,0.2,0,0,0,47.4,0,0,37,0,0,0,0,0,1.4,3,7,3,0,16,0,6,2,0,0,0,0
6/14/2022,0,0,0,0,28.4,0,0,68,0,0,0,0,0,0,0,9,4.5,0,0,0,55,0,0,0,0,0
6/15/2022,2.4,0,0,0,9.8,0,0,0.2,0,0,0,0,0,0.1,0,0,,0,0,0,0,0,0,0,0,0
6/16/2022,4.2,21.4,8.8,0,1,0,6.2,1.2,5,13.5,8,8,20.5,6,2,15.5,10,2,3.5,23,0,8,4,4,3,0
6/17/2022,0,0,0,0,6.4,0,0,0,0,0,0,0,,0.1,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,,0.1,,0,0,0,0,0,0,0
6/19/2022,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/2022,0.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,7,0,0,34.8,0.4,,0,0,21,31,0,0,0,20.3,15,0,2,4,10.6,0,0,31,54,18.5,35,0
6/23/2022,16.8,0,0,16.4,0,,0,0,2.5,8,0,0,0,0,0,0,0,12.5,11.2,1,0,9,8,2,6,0
6/24/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2022,0,0,0,0,4.2,,0,5.6,0,0,0,0,0,0,0,4,2,35,0,0,0,0,0,0,0,0
6/26/2022,0,0,0,0,13.4,,0,15.2,0,0,0,0,0,22.2,3,22,26,0,0,0,4,0,0,0,0,0
6/27/2022,0,0,0,0,0.2,,0,0,0,0,0,0,0,12,0,12.5,15,0,0,0,19,0,0,0,0,0
6/28/2022,2.8,0,59.6,0.4,1.4,,0,,0,43,3,0,0,9,3,0,6.5,6,1.3,3,0,17,8,1.5,3.5,0
6/29/2022,0,0,0,0,0.2,,0,,0,0,0,0,0,0.4,0,0,1.5,0,0,0,24,0,0,0,0,0
6/30/2022,0,0,0,0.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2022,0,0,0,0,0,,0,0.2,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0
7/2/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2022,4.2,5.4,2.4,0.4,0,,0.2,0.4,1,0,0,0,0,0,0,0,0,2,4.5,0,0,0,0,1,0,3.5
7/4/2022,10,11.6,8.4,7.6,1.6,,14.4,0.8,9.5,8.5,17,1,13.5,1.6,4,0,1.5,26,8.4,0,0,7,7,9.5,8.5,14
7/5/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2022,1.4,0.6,12,6.6,0.6,,3.4,0.4,4,7,14,5,1,9.1,36,29,41,3.4,8.7,12,61,9,7,5,9,8
7/7/2022,19.2,27.8,48.2,2.6,1.2,,2.6,0.8,0,3.5,18,30,28,1.7,2,0,2.5,3,2,3,0,2,1,2,0,4
7/8/2022,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2022,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2022,0,0,0,0,4.8,0,,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0
7/14/2022,19.8,2.8,0,0.4,90.2,0,1.6,51.6,0,0,0,0.5,1.5,1.4,62,61.5,74,4,44,0,2,1,2,1,4,0
7/15/2022,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2022,42.2,13.8,35,11.2,195,0,34,73,18,0,42,44,22,62,63,49.5,89,38,42,41,36,17,19,43.5,25,49
7/17/2022,9.4,22.8,35.6,22.6,61.6,102.2,22.8,9,10,9,12,13,12.5,11,8,7,7.5,9.5,3.5,11,10,1,10,11,10,10
7/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2022,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2022,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2022,0,0,0,0.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/2022,0,3.8,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2022,0,0,0,1.2,1.4,0,0,,0,0,0,0,0,0.1,1,1.5,2,0,0,0,0,0,0,0,0,0
7/24/2022,0,0,0,33.4,0,0,0,0,0,0,0,0,0,34,10,0,1,0,,0,0,14,10,0,0,0
7/25/2022,3.6,0,0,3.8,37.8,0,0,32.4,0,3.5,0,0,0,48,7.5,91,77,15,1.8,0,34,3,5,0,0,4
7/26/2022,3.2,0,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
7/27/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2022,0,0,0,0.6,0,,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2022,0,0,0,0,2,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7/31/2022,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0
8/4/2022,5.6,12.6,6.8,1.2,0,,12.6,0.4,7,1,0,21.5,13,1.1,1,0,1.5,23,17.8,4,0,0,2,5,2,11
8/5/2022,14.8,13.6,4.8,7.6,11.8,,4.6,15.2,19,7,18,10,14,24,48,18.5,4.5,10.5,10.7,23,21,0,28,19,30,9
8/6/2022,0.6,0,0,0,0,,0.2,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0
8/7/2022,2.6,0,0,2.4,7.2,,0,1.4,8,0,0,0,0,4.8,0,2,4,22.5,2.4,0,0,0,1,5,3,6
8/8/2022,0.2,0,0,4.2,90,,0,22.6,0,1,0,0,0,0.1,14,27,13,0,0,0,7,2,1,0,0,0
8/9/2022,21.6,17,0,0,1.6,,0,0.2,0,0,0,6.5,17.5,0,0,0,0,14,9.3,0,0,0,0,0,0,28
8/10/2022,0.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2022,0,0,0,0,0.6,0,0,21.4,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
8/14/2022,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8/15/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8/16/2022,0,0,0,0,0,0,0,0,0,0,0,1,,4.3,3,0,0,0,5.4,0,0,0,0,0,0,0
8/17/2022,1.8,0,3.6,24,67.8,5,0.6,53.2,5,6,0,6,0,21.7,13,19,2,8,5.2,0,6,0,5,7,4,2
8/18/2022,12.8,0,0.2,1.2,61,0,0.2,1.8,0,0,0,0,0,0,30,1,,0,20.4,0,0,2,2,1,2.5,0
8/19/2022,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2022,0,0,0.4,120,62.6,0,0,40.6,0,0,0,0,0,32.8,0,17.5,21,0,0,3,0,3,0,0,0,0
8/23/2022,0,0,0,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
8/24/2022,0,0,0,0.6,8.4,0,0,0,0,0,0,0,0,0,0,7.5,7,0,0,0,1,0,0,0,0,0
8/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
8/28/2022,0,0,0,20.2,24.6,0,0,23.8,0,12.5,0,0,0,0.3,0.3,1.5,4,0,4,1,14,6,5,0,3,1.5
8/29/2022,0,0,0,0.6,5.8,0,0,2,0,0,0,1,0,0,35,9,13,0,7,0,4,2,2,0,4,0
8/30/2022,0,0,0,0,0.4,0,0,4.4,0,0,0,0,0,2,0,2,9,0,0,0,6,0,0,0,0,0
8/31/2022,0,,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0
9/1/2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2022,0.2,1.8,0,0,0,0.4,0.2,0,0,0,0,1,0.4,0,0,0,0,6,0.7,0,0,0,0,0,0,0
9/3/2022,0,0,0,0,14.6,0,0,53.6,0,0,0,0,0,0,0,1,3.5,0,0,0,5,0,0,0,0,0
9/4/2022,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9/5/2022,7,0,0,7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
9/6/2022,0,0,0,1,0,0.2,0,13.8,0,1,0,0,0,9,0.8,9.5,11,0,1.8,0,0,0,0,0,0,0
9/7/2022,0,0,12.8,,,0,5.8,1.2,3,4.5,7,0,0,16.6,0.3,9,4,8.5,0,5,0,2,0,3,0,0
9/8/2022,8.6,30.6,12,,,2,29,1.2,9,80,24,50.5,33,17.6,63,61.5,73,60,28,14,18,120,118,21,122.5,32
9/9/2022,1.4,1.2,1.8,,0,2.4,7.8,9.4,2,2,0,2,1.8,4.4,7,15,16,0,1.5,0,2,3,3,4,2,0
9/10/2022,62.6,1.2,10.2,0,,15,2.4,0,73,80,7,7,2.8,82.4,34,41.5,47,20,62,38,37,76,67,74,59,75.5
9/11/2022,0,0.2,0,,,0,0,,0,0,0,0,0.2,14.4,8,15,28,8,,0,61,0,0,0,0,0
9/12/2022,22,1.4,0,,,20,0.6,,22,32.5,0,1,1.4,0,12,0,,1.5,19,0,4,17,17,22,9.5,8
9/13/2022,0.2,0,0,,-1.4,4.4,0,4.6,0,0,0,0,0,32.6,1,13.5,32,0,0,0,10,0,2,0,6,7
9/14/2022,0,0,0,,14,0,0,33.4,0,0,0,0,0,2.8,15,0,10.5,0,0,0,0,0,0,0,0,0
9/15/2022,0,0,0,,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2022,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/2022,0,0,0,1.4,0,0,0,0,0,1.5,0,0,0,13,2.5,0,,0,,1,6,2,0,0,0,0
9/18/2022,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
9/19/2022,5.6,0,3,0,0,0.8,2.6,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0
9/20/2022,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,2,3.5,0,0,0,0,0,0,0,0,0
9/21/2022,0,0,0,0,9,0,0,12.2,0,0,0,0,0,,0,19,13.5,3,0,0,14,0,0,0,0,0
9/22/2022,0,0,0,2,5.2,0.2,17,0.8,0,56,0,0,0,2.2,34,0,3,0,0,0,0,28,10,0,7,0
9/23/2022,11,10.6,20.4,11.2,39.4,17.4,29.8,9.8,8,11,23,2,10.6,1.8,9,1,11,0,25,21,5,11,12,9,14,3
9/24/2022,3,0,0,0,41.6,0,0,73.6,0,0,0,0,0,0.4,3,22.5,45.5,1,2.8,0,3,2,1,3,3,5
9/25/2022,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9/27/2022,0,0,0,0,0.6,8.8,0,7.2,9,0,8,1,0,0.1,0,3,0,5,4.4,7,7,16,16,3,16,7
9/28/2022,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2022,6.4,0,8.4,0.2,0,0,14,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9/30/2022,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2022,0,0,0,1.2,0,0,1.8,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
10/2/2022,36,0,0,0,3,0,0,48.4,0,0,0,0,0,0,5,18,4,9,63,0,0,0,0,0,0,2.1
10/3/2022,11.2,32.2,27.6,1,3.2,30.6,64.4,2.2,19,2,23,22,32.2,23,3,3,1,4.5,7.1,34,38,5,5,9,3,10
10/4/2022,1.8,0,1.2,2.2,1.8,1.4,0.4,4.8,3,6,0,0,0,30.7,22,25,25,1.2,,4,16,5,5,3,4,3
10/5/2022,10.8,15.2,12.4,48,87,21.2,67.2,40.2,25.5,57,8,11.5,19.8,5.8,80,90,145.5,21,51,27,35,68,53,15,39.5,18
10/6/2022,2.2,0,0,0,0.4,0,0.4,1.4,0,1,0,1,0,2,3,2.5,12,0,,0,0,0,1,0,0,0
10/7/2022,12,2.6,77.8,56.8,112.4,32.2,58.6,28.8,26,77,69,9,3.6,55.2,15,138,178,16,11,24,32,32,22,21,21,29
10/8/2022,8.4,2.8,1.2,8,8.2,2,7.2,8.8,10,10,2,2,2.8,55.6,23,14.5,22,2,6.7,5,77,9,4,4,2.5,1
10/9/2022,0,0.6,0,0.4,5.4,0,0,2.4,0,1,0,1,2.2,0.2,3,1,1,0,0,0,0,1,0,0,0,0
10/10/2022,0,0,0,0.2,0,0,0,2.6,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0
10/11/2022,0,0,0,0,0,0,0,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2022,4.8,0,14,18,9,12,4.2,19.8,16,76,16,1,0,3.4,18,1.5,1,4.5,4.2,19,3,31,22,9,22.5,9
10/13/2022,0,0.2,0,0.6,0,0,0,2.8,0,1,0,0,0.2,1.9,0,5.5,0,0,,5,51,0,0,0,0,0
10/14/2022,13.2,1,5.6,7,20.2,2.8,3.6,25.8,21,9,12,18,1.4,6.8,42,51.5,40,5.5,59,4,28,31,32,31.5,27,8
10/15/2022,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
10/16/2022,27,0,0,1.4,15.4,13.6,0,13.6,33,4,0,0,0,2.1,64,34,39,0,25,0,0,40,36,27,31,14.5
10/17/2022,0.6,0,1,0.4,0,7.6,0,0,0,0,11,0,0,,1.5,0,,1,2.7,0,0,12,10,2,7,2
10/18/2022,0,0,1.4,0,19.2,0,0,48.8,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
10/19/2022,0,0,0,0,0.8,0,0,3.2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
10/20/2022,16.6,24.8,10.2,1.8,2.6,7.2,0.6,9.2,14,2,13,0,25,7.6,13,13,13,10,20,3,34,9,23,13.5,31.5,15
10/21/2022,0,0.8,0,0,4.8,0,0.8,0.6,0,0,0,0,0.8,5,20,9.5,12,0,7.1,0,60,0,0,1,0,0
10/22/2022,0,0.2,0,0,0,0,0.4,0,0,1,0,0,0,0.5,0,0,,0,0,0,0,0,0,0,0,0
10/23/2022,-0.2,20,37.4,13.4,57.4,26.2,55.8,7,28,14.5,40,39,24.5,48.4,9,51.5,27,4.5,15,54,12,14,12,18,13,51
10/24/2022,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0.2,,0,0,,2,,0,0,0,0,0,0,0
10/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10/26/2022,3.6,6.8,10.8,12.6,9.2,12.4,11,16,14,21,14,9,11.5,17.8,20,18.5,19,13,26,25,14,22,17,22,14,2
10/27/2022,0,0.4,0,0,0,0.2,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2022,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2022,,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2022,0,0,0,0,0,0,0,1.6,0,0,0,0,,0,0,0,,0,0,0,8,0,0,0,0,0
11/2/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/2022,13.8,0,0,0,5.2,0,0,1.2,0,0,0,0,0,1.7,2,1.5,2,18,53.2,0,2,0,0,2,0,44
11/4/2022,0,0,0,0,4.8,0,0,4.8,0,0,0,0,,29,1,41,27,0,0,0,18,0,0,0,0,0
11/5/2022,13.4,0,0.2,29.2,2,0,0,33,39,39,12,0,,2.4,39,20,17,14.5,81.3,0,14,69,65,70,64,8
