tanggal,tomang,sukapura,pulomas,manggarai,lebak bulus,kemayoran,kelapa gading,ciganjur,istana,manggarai2,sunter kodamar,sunter rawabadak,rorotan,bandara halim,pakubuwono,ragunan,pasar minggu,kapuk,kedoya selatan,pulo gadung,sunter hulu,setiabudi,waduk melati,cideng,karet,teluk gong
11/6/2022,0,0,0.2,0,45.4,0,0,23.6,0,0,0,0,0,7.6,34,56,56,0,,0,27,0,0,0,0,0
11/7/2022,50.6,3.2,1.8,2,0.2,1.6,3.6,1.6,2,5,3,5,4.5,4.2,50,2,25,25,42,3,3,3,9,0,6.5,12
11/8/2022,0,14.6,16.6,18,1.8,0.8,7,0.8,0,19,22,0,13.5,8.8,53,4.5,7.5,0,0,35,7,26,4,0,4,0
11/9/2022,1.6,0,0.2,16,1.6,7,17.6,0.2,19,18,0,0,,11,3,3,7,4,2.2,7,6,25,29,21,32,0
11/10/2022,0.2,0,0.2,0,0,0,0.2,1.2,0,0,0,1,,0,0,0,1.5,0,0,0,0,0,0,0,0,5
11/11/2022,0,13.2,11.4,2.6,0,3.2,25.8,0,6,5,12,8,,0,7,0,,7,1.8,0,0,6,5,7,9.5,8.5
11/12/2022,0,0,0.2,0.2,0.6,0,0,0,0,1,3,6.5,48.5,0,1,0,,1.5,0,0,0,5,1,0,0,0
11/13/2022,0,53.6,33.8,0,2.6,0,14.6,10.2,0,25,24,11,,66.6,1,3,4,0,9.3,50,51,4,3,0,3,0
11/14/2022,0,1.2,0.6,0.4,4.2,0,0,1.2,0,0,0,0,0,0.8,7,0,0,0,0,0,15,0,0,0,0,0
11/15/2022,0,0,0,0.4,0.6,,0,0,0,2,0,0,0,0.2,1,1.5,2,0,0,0,36,0,0,0,0,0
11/16/2022,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
11/17/2022,38,1.2,44.8,17.4,2.8,35.2,42,3,46,60,37,40,25,62.4,37,18,26,26,44.3,66,25,58,48,49,48,42
11/18/2022,17.8,6.4,6.8,6.6,8.8,2.8,24,20.2,12,7,10,7,0,8.4,9,7,12,12,10.6,7,26,8,8,10,6,13
11/19/2022,0,0.8,0.2,0.2,0.2,0,0,0.4,0,0,0,0,14,0,0,0,,0,0,0,0,0,0,0,0,0
11/20/2022,0,0,0,1,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11/22/2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
11/24/2022,0,0,0,0,0,0,0,0,0,0,0,12,0,0.3,0,1.5,0,0,10.7,0,5,10,11,2,10,0
11/25/2022,0,0,0,0.2,0,0,0,0.2,0,0,0,0,,1.2,0,2,,0,0,0,0,0,0,0,0,0
11/26/2022,0,0,0,0,0,0.6,0.6,0.4,0,0,0,0,2,0.2,0,0,0,0,0.7,0,25,0,0,0,0,0
11/27/2022,8.2,1.2,0.4,2.2,1,14,0.4,0.2,22,3,3,2,,16.8,2,9,0,2,2.2,0,6,16,25,36,24,9.5
11/28/2022,-0.4,0,0,26.8,16,,0,9.6,28,29,0,0,,0.2,1.5,36,36,0,0,0,15,45,37,39,28,6
11/29/2022,7,12.2,24.4,7,81.2,29.6,11.2,77.8,38,10.5,32,18,16.5,54.2,49,71,50,37,21.9,36,78,23,27,21,27,23
11/30/2022,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0.5,0,0,0,0,,0,0,0,0,0,0,0
12/1/2022,0.4,0,0,0,33.8,0,0,11.8,0,0,0,0,,0.8,9,14,7,0,0,0,0,0,0,0,0,0
12/2/2022,0,0,0,0,16.8,0.2,0,8.2,2,3,0,0,,5,50,14.5,6,0,4.6,0,23,5,4,3,4,0
12/3/2022,0,0,0,0.2,0,5.6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,0
12/4/2022,2.6,0,0,0,0,0,0,33.4,0,0,0,0,0,0.2,0,12,0,0,2.5,0,23,3,0,12,2,12
12/5/2022,0.2,0,0,0,0.2,0,0,0.4,0,5.5,0,0,0,0,0,12.5,37,0,0,0,2,0,1,0,0,0
12/6/2022,0,0,0,0.4,0,0,0,1,0,0,0,0,,0,3,12,11.5,0,0,0,0,0,0,0,0,0
12/7/2022,0,17.8,1.4,5,15.2,0,4.8,2.6,0,6,0,0,19,55,12,20.5,33,0,0,4,57,13,30,0,23,0
12/8/2022,0,0,0,0,0,40.2,0,0,0,0,0,1,31,0,0,0,0,4.5,0,0,0,0,0,0,0,0
12/9/2022,0,28,1,0.4,0,4.4,3.4,0,0,1,3,15,0,4,0,1,2,0,0,5,20,0,0,0,0,0
12/10/2022,4.8,3.8,15,32,2,8,1.2,2.2,6.5,49,0,8.5,0,32,16,12,29,3,4.5,22,24,21,32,18,20,6
12/11/2022,0,9.2,5.2,0.4,0.2,0,26.6,0,0,1,5,1,4,,0,0,,0,0,39,0,0,0,0,0,8
12/12/2022,0,0.2,0,0,0,0,0.2,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,0,0.2,0.2,0,0.4,0.2,0.2,1,0,0,41,22,,52,0,1,10.5,0,0,40,15,1,0,0,0,0
12/14/2022,0,0,0,0.2,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0
12/15/2022,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,14,0,0,1,5,8,2,0
12/16/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/2022,2.8,1.4,3.2,21.6,47.2,0.6,2,22.6,2,23,0,3,,11,0,55,8,0,2.9,14,38,29,23,10,21.5,0
12/18/2022,2.4,0,0,0.2,0.4,0.2,0.2,0.2,0,15,0,0,,14,0,1,2,6,2.4,10,0,17,10,0,2,0
12/19/2022,6,0.2,8.2,14.8,0,0,4.6,0.2,2,15,4,0,,44,1,0,,0,6.5,3,27,22,18,5,10.5,0
12/20/2022,0,0,0,0,0,0,0,15.6,0,0,0,0,,0.2,0,1,1,0,0,0,4,0,0,0,0,0
12/21/2022,1.4,0,0,8.4,0,0,0,0,0,12,0,5,,6.3,8,11.5,63,0,29,0,8,2,1,0,2,0
12/23/2022,0,5.4,4.6,5,0.6,5.4,3,0.4,38,10,29,30,,37,17,41.5,70.5,13,19,14,36,12,9,32,8,14
12/24/2022,4,0,0.2,3.6,0.4,0,0,0.2,3,6,0,0,,0,11,2.5,18,0,,0,7,2,2,3,2,0
12/25/2022,0.4,0.2,0.2,0.6,6.2,0,0.2,6.2,15,11,10,0,,10,7,13.5,13,0,15,7,8,16,15,11.5,4,0
12/26/2022,7.6,26.2,6.4,4.6,2.2,4,7,1.6,11,8,7,19,,6.7,0,5,5,8.5,9.7,11,22,9,8,11,15,11
12/27/2022,2.4,3.4,0.6,4.2,3.6,0.6,1.6,5.4,8,10,6,3,,4.1,19,8,6,5.5,5.8,9,8,12,9,7,9,0
12/28/2022,0,0,0,0,0.4,1.8,0,0,0,0,0,0,,,0,1,,0,0.5,0,0,1,1,0,0,0
12/29/2022,18.4,17,2.6,13.4,8.8,11.6,2.2,12.4,23,26,35,23,,19,25,17.5,16,48,29,25,13,27,24,30,21,27
12/30/2022,1.4,2.2,0.6,2.4,3.6,,0.6,4.8,2,3,0,4,,6.7,7,7.5,8,5,4.4,0,15,4,4,3,3,0
12/31/2022,3.2,33.6,4,0.8,0.8,,8.4,0.6,3,5,12,35,,4,25,6,5,6,5.1,14,8,8,7,6,5,7
1/2/2023,11,279.4,67.6,43,11.2,26.6,15.8,4.8,23,19,41,137,111,6.9,12,7,12,81,13,21,3,19,18,22,12,71
1/3/2023,0,0,0,0,0,0,0.4,2,0,0,0,0,1.8,2.6,0,7,4.5,0,,0,0,0,0,0,0,0
1/4/2023,1,0.4,0,0.6,0.4,0,0,0.8,3,0,0,3,6,1.4,3,5,4,4,2.3,0,5,5,0,3,0,4
1/5/2023,0,20.6,0,16,3.4,,1,0.2,30,82.5,43,29,30.2,79.6,104,49.5,118,15,25,49,13,68,55,31,48,21
1/6/2023,-0.4,6.4,0.6,0,0,,3.4,0.2,3,7,0,8.5,6.6,1,2.5,0,,0,0,0,0,10,9,4,5,0
1/7/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/2023,0,0,0,0,0,0,1.8,0,0,0,0,4,0,0.3,0,0,0,3,0,0,0,0,0,1,0,2
1/10/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/2023,0,0,0,0,0,0,0,0.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/2023,0,0,0,0.2,6.6,0,1.6,5,0,0,0,1,0,5,0,9,10.5,0,0,0,22,0,0,0,0,0
1/15/2023,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2023,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
1/18/2023,0,0.6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2023,0,24.2,2.8,0,15.2,0,16.6,15.4,0,0,3,4,25,16,0,27,8,3,,7,3,1,1,0,0,0
1/20/2023,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2023,2,1,7.6,12.2,0,0,10.4,0,0,17,3,9.5,1.4,1.9,0,0,2,0,0,12,0,13,0,6.5,2,0
1/22/2023,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
1/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
1/25/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1/26/2023,0,0,2,0.2,0.2,0,0.6,2.4,2,1.5,0,0,0,0.2,0,0,,1,0.6,0,0,2,2,0,1,0
1/27/2023,17.6,5,8.8,1.2,0.2,0,1,0.2,13,4,4,8,5.4,3.6,2,0,,0,4.1,5,0,11,4,14,3,0
1/28/2023,12.4,16.8,28.6,8.8,3,0,29,1.6,14,11,43,28,21,7.8,8,4,7,28,17,28,2,13,13,20,15,19
1/29/2023,21.2,4.6,12.4,18,3.6,0,11.6,2.8,18,25,15,12,6.4,25,22,15,21.5,32.5,16,10,21,27,27,32,19,33.5
1/30/2023,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.2,,19,0,,0,0,13,0,2,0,0,0,0
1/31/2023,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,3.6,0,0,0,1.5,1.5,0,0,0,0,0,0,0
2/1/2023,2.8,0.4,2,2,1.4,0,1.2,0,0,3,0,1,,4,22,4,6.5,4,1.3,2,0,4,4,2,4,0
2/2/2023,47.8,73.8,52.8,4.6,2.4,,48,2.4,32,12,52,77,,5,5,4.5,2,62,17.8,33,4,14,12,48,10,68
2/3/2023,12.8,,23.2,11.2,27,,33,30.2,16,15,38,13,,18,17,44,37,33,18.4,12,42,17,16,16,17,26
2/4/2023,0.4,,0.2,0,0,0,0,0.2,0,0,0,0,,0.4,0,0,1,1,0,0,0,0,0,0,2,0
2/5/2023,0,,0,0,9.4,0,0,4.8,0,0,0,0,,22,0,6.5,,0,0,0,6,0,0,0,0,0
2/6/2023,1.4,,0.4,0.4,0.2,0,6.8,0.2,3,0,6,2,,,0,0,0,0,3.8,0,0,1,0,3,0,0
2/7/2023,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2023,58.6,,32.8,33.8,79.6,0,50.4,10.2,35.5,49,43,29,,27,28,106,70,10,68.2,55,12,48,56,69,60,33
2/9/2023,0,0,0,0,0,3.6,0.2,0,0,0,3,6,,0,0,0,0,0,0,0,0,0,0,0,0,2
2/10/2023,1.8,0.4,0,0,6.2,0,0,2.2,4,2,10,7,14.7,2.2,0,4.5,3.5,8,5.5,11,8,3,2,10,3,5
2/11/2023,20.4,16.8,12.6,30.4,1,16,9.2,1,26,43,25,9.5,22.2,25,45,20.5,24.5,4,39.1,59,4,39,23,27,22,12
2/12/2023,28,29,26.6,31,43.4,31,22.6,46.6,46,37,26,30,38.7,49,42,49,63.5,31,49.4,35,38,37,32,34,30,34
2/13/2023,1.4,1.2,1.6,1.4,2.6,4,1.8,2.2,3,2,2,2,0,2.7,0,4.5,5,4,1.3,0,0,4,2,2,2,1
2/14/2023,5.2,0.4,11.6,0.6,5.4,2.2,11.8,0,7,7,0,0,9.6,9.5,0,10,9,1,9.6,5,0,5,3,10,3,0
2/15/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2/16/2023,0,5.4,7.6,2.8,0,18.4,3.6,0,8,3,7,5,7.8,0,0,0,,17,0,9,0,4,3,0,1,0
2/18/2023,0,0.4,0,0.2,0,0.2,0,0,0,0,0,1,0,0,0,0,,0,14.3,0,0,0,0,0,0,0
2/19/2023,0,4.6,26,0,13.6,3.8,7.4,3.6,3,0,0,1,5,3.1,0,16,17,0,0.4,4,12,0,1,6,0,4
2/20/2023,4.8,3,1.2,0.8,11.8,1.2,0,39.6,0,1,0,0,2.8,5.6,0,4.5,35,0,2.1,0,72,0,0,0,0,0
2/21/2023,1,3.4,4,0.2,0,19.4,7.4,1,7,0,2,4,3.9,0,1,0,,3,,0,2,0,0,1,0,0
2/22/2023,9.4,11.8,26.4,13.8,3.4,51.2,11.2,4.4,9,9,16,13,13.5,5.3,5.8,3.5,5.5,36,,9,2,8,7,16,7,27
2/24/2023,50.2,0,,0,,,0,0,63,52,58,62.5,115,26,59,50,39.5,41,,55,43,43,38,60,46,57
2/25/2023,74.8,40.2,41.6,81,159,29,20.2,82,47,71,66,58.9,64.4,84,43,55.5,34,64,,68,37,78,69,76,51,66
2/26/2023,0.4,0,0,0.4,0,,0,0,15,40,38,20,29.9,12,18.5,9,17.5,24,,38,6,36,37,34,34.5,30
2/27/2023,53.4,31.2,34.4,210.4,154,,25.2,24,22,84,42,49,50,71,86,84,58,34,,57,105,64,62,59,65,31
2/28/2023,20.8,12.2,35,33,5.4,6.4,7,12.4,12,22,15,16,15.5,23,33,12,8,38,,16,17,24,24,22,21,24
3/1/2023,4,9,30,103,5.6,88,5.8,20.6,12,29,12,5,11.7,9.2,3,5,9,5.5,6.7,53,3,27,25,11,19,8
3/2/2023,62,50.6,112.4,25.2,7.8,755,46.2,8.6,51,30,80,55.5,72,33.1,17,11.5,10,95,72.5,31,8,34,39,75,37,96
3/3/2023,1,2,4.2,1.6,9,7.6,1.2,0.8,2,3.5,4,6.5,12,0,7.5,6.5,5,6.5,20.8,3,5,3,4,4,2,4
3/4/2023,0,0,0,0,0,33.8,0,0,29,98,30,14.5,18.5,15.2,83,1.5,2,0,42.1,79,0,82,62,44,45.5,4
3/5/2023,0,0,0,0,0,0,0,0,3,14,0,1.5,0,7,7,1.5,9,4,5.3,6,0,14,11,5,7,3
3/6/2023,1,1.6,1.6,30.2,5.4,0,7.4,1.8,2,8,0,2,1.7,9.8,14,12.5,13.5,8.5,5.5,4,2,9,8,4,6,1
3/7/2023,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3/8/2023,10.6,52.8,0.2,27.2,0,10,8.2,0,5,17.5,32,22,52.1,0.8,0,0,0,0,2.3,29,0,1,0,7,0,23
3/9/2023,15,3.8,10.4,21.8,1,84.6,32,0,8,6,33,6,4.9,11.6,2,0,7,39,14.2,15,0,12,8,17,8,40.5
3/10/2023,24.2,9.8,31.2,7.2,5.4,66.4,38,1.6,3,0,48,8,5.5,0.3,0,3.5,6,21,7.1,14,0,7,9,10,10,5
3/11/2023,0,0,0.6,2,3,0,2.2,4.8,0,4,2,0,0,29.6,0,10,38,0,0,12,25,1,0,0,0,0
3/12/2023,6.4,0,0,0.4,0,0,0,15.2,0,0,0,0,0,1.2,0,1,,1,37.2,0,0,0,0,0,1,0
3/13/2023,0.2,1.8,0,0,0.8,0,0,1,0,1,0,0,0,2.2,0,1.5,6,0,20.7,0,28,0,0,0,0,15
3/14/2023,0.4,64.4,23,0.8,0,0,14.8,0.4,0,1,35,32,76.5,0.2,,2,,0,3.2,12,16,1,2,9,5,0
3/15/2023,4.2,31,9,15.2,16.6,3.2,2,40.4,10,0,16,32,5.7,56.8,48.5,76,100,60,25.1,13,20,23,31,17.5,28,24
3/16/2023,1,2,1.8,2.6,3.8,22.4,39.4,2,3,2,12,16,0,4.4,0,7,5,17,0.5,45,50,2,0,1,1,4
3/17/2023,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2023,0,0,0,0,5.6,0,0,0,0,0,0,0,0,,,8.5,16.5,0,0,0,0,0,0,0,0,0
3/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2023,0,0.4,0,0,3.8,0,10.6,28.8,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0
3/22/2023,0,0,0,0,0,0,0,0.2,0,0,0,0,0,3.2,0,0,5.5,0,0,0,0,0,0,7,0,0
3/23/2023,0,0,0,6.4,0,0,0,0,12,3.5,0,0,0,0.1,11,0,0,0,0.5,0,0,0,1,14,0,0
3/24/2023,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,12.5,14.5,0,0,0,3,0,0,0,0,0
3/25/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3/26/2023,7.2,26.8,24.4,198.6,4,0,33.6,3.8,36,43.5,30,12.5,30.5,35.6,3,10.5,6,8,25.9,33,7,27,15,36,11,0
3/27/2023,0,0.2,0,10.6,17.8,0,0,2,0,3.5,0,0,0,0.3,6,5,,0,,0,0,9,9,0,3,0
3/28/2023,11.4,0,0.4,10,19.8,0,0,2.2,2,3,0,2,0,31.3,3,26,27,15,6.2,6,10,4,4,6,3,3
3/29/2023,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,7.5,5.7,0,0,0,0,0,0,0
3/30/2023,25,0.2,0,8.8,30.2,0,0,3,8,4.5,0,1.5,1,8.8,8,16,15,3.5,14.4,0,29,9,8,22,15,28
3/31/2023,0,0,0,0,8.2,0,0,0,3,53,10,4,13.8,24.5,60,7,11,21,14.9,29,13,39,37,7,25.5,10
4/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2023,0,0,0,3.6,0.4,0,0,0,0,4,0,0,2,0.5,6,0,2,0,1.3,0,0,5,3,3,1,0
4/5/2023,0.4,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2023,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2023,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/2023,2.8,1.6,3.8,32.8,0,0,22.6,0,0,8,0,0,4.8,14.2,0,0,0,0,2.3,24,6,0,0,2,0,0
4/11/2023,3,0.4,3.4,7.6,29.4,15.6,1.8,0,0,3,0,4,0,1.4,4,4.5,,2,4.7,0,0,4,0,4,2,0
4/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2023,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0
4/14/2023,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2023,0,0,,0,0,0,0,,0,5,34,26,33.9,1.8,0,1,,13,0,40,3,1,0,21,0,22
4/16/2023,0,0,0,,,0,,0,7,0,0,0,0,3.4,0,0.5,,0,0,0,33,0,0,3,0,0
4/17/2023,0,0,1.2,0,0,58.2,0,0,1,0,0,3.5,0,0.8,0,0,1,8.5,0,0,0,0,0,0,0,0
4/19/2023,0,0,0,0,0,0,,,0,0,0,0,0,0.3,0,0,0,0,0,0,7,0,0,1,0,0
4/20/2023,2.2,6.4,1,0.2,1.4,67.2,0.8,9.2,15,0,0,0,5.5,57.2,11,12.5,9,0,5,0,7,0,15,21,14,0
4/21/2023,5,0.2,0,0.2,36.6,17.4,1.6,40.6,9,0,0,0,0,6.9,0.3,55,57,0,0,21,7,1,0,55,2.5,24
4/22/2023,0.2,0.8,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,37,0,0,0,0,0,0,0
4/23/2023,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/2023,0,0,0,0,0,1.6,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/2023,0,0,0,0.2,0.2,56.4,0,22.2,13,1,0,31,0,0.5,17.5,1,3,0,0,5,0,0,0,0,0,3
4/26/2023,0,0,0,0.8,0,1.8,0,13.4,0,0,0,0,0,0,0,1,5.5,0,,0,0,0,0,0,0,0
4/27/2023,0.2,17.8,0,65.4,3.2,68.6,23,0,0,26,14,1,19.4,19.2,15,28,7,0,11,40,5,14,11,0,12,0
4/28/2023,0,0,0,0,7.8,3.2,0.2,0,0,0,0,11,0,0,0,35.5,14,2,6.3,0,25,0,0,2,0,0
4/29/2023,4.8,0,0,17.4,0,6.4,0,0,1,11,0,0,0,0,28,0,,0,0.6,0,0,12,9,2,3,2
4/30/2023,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,6,0,0,0,0,0
5/1/2023,0,1,1.8,0,0,4.4,0,7.4,0,0,10,3,6.2,0.7,,34,37,42,1,0,8,0,0,0,0,0
5/2/2023,0,0,0.2,0,0,13.4,0,0,0,0,0,0,0,12.6,,1,44,0,0,0,7,0,0,0,0,0
5/3/2023,0,,0,1.6,0,9.6,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2023,4.2,,0,2.4,201,93.2,0,21.8,11,3,11,31.5,0,1.1,2.5,46,24,0,,0,10,0,0,5,0,0
5/5/2023,2.4,,0,361.6,1.2,224.4,0,5.8,18,50,0,1,0,9.4,28,32,28.5,0,8,17,0,63,38,23,30,5.5
5/6/2023,30.6,,35.4,196.2,0.2,148.6,32.6,0,24,35,42,17,4.9,79.6,20,10,13,0,4,9,17,40,29,18,31,2
5/7/2023,0,,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,1,6,0,,0,0,0,0,0,0,0
5/8/2023,14.2,0,11.6,53.8,0,10.8,0,0.2,24,16,0,11,0,52.7,30,40,77,0,10,0,92,46,49,36,50,0
5/9/2023,0,0,0,0,0,0,0,4,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0
5/10/2023,0,2,0,0,1.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
5/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2023,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,4.5,5,0,0,0,0,0,0,0,0,0
5/14/2023,12.4,16.8,2,9.8,7.8,11.8,0.4,6.2,7,3,0,3.5,20.5,10.4,16,13.5,4,7.5,,0,14,2,3,10,5,29
5/15/2023,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0
5/16/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0
5/17/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
5/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0
5/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/2023,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5/22/2023,6,0,1.4,0.2,64.2,0,0.2,10.4,3,8,0,0,0,28.2,48,20,19.5,0,10,0,36,11,18,9,16,0
5/23/2023,2.4,0,0,0.8,5.8,,1.4,0.8,0,0,0,3,0,3,0,9.5,19,0,0,0,20,0,0,1,0,1
5/24/2023,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2023,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2023,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
5/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2023,1.2,0,1.2,1.2,3,0,0,3.2,21,48,7,6,0,30,34,22.5,17,0,6.4,22,0,57,38,33,38,2
5/29/2023,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2023,0,0,0,0,3.2,28,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2023,0,0,0.4,0,0,-28,0,0,0,0,0,0,0,2.6,2,4.5,4,0,1.7,0,0,3,0,6,2,1
6/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
6/2/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,,0,0,0,0,0,0,0,0,0
6/3/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2023,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.8,0,0.5,3.5,0,0,0,14,0,1,3,0,2.5
6/7/2023,0,0,2.6,0,10.4,,0,11,3,0,17,0,0,0,16,60,2.5,0,1.6,29,2,0,0,0,0,0
6/8/2023,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
6/9/2023,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
