tanggal,rr,temp_max,temp_avg ,temp_min,ev_pan,pp_air,rh,dew point,sr,ws_max,ws_avg
11/15/2022,16.5,31.8,27.1,24.0,4.8,1002.4,95.0,24.7,6.9,15.4,1.9
11/16/2022,25.9,30.9,27.4,24.2,3.3,1002.1,78.0,24.5,5.5,3.6,1.7
11/17/2022,35.0,32.4,29.1,25.4,4.6,1001.2,68.0,24.8,5.8,4.1,1.6
11/18/2022,4.4,30.3,28.1,24.2,3.0,1002.9,69.0,24.0,6.9,2.1,1.1
11/19/2022,2.4,30.2,27.8,26.2,1.7,1001.4,80.0,24.3,0.8,6.2,2.5
11/20/2022,8888.0,33.4,30.5,26.6,2.5,1000.5,67.0,23.7,2.3,4.1,1.4
11/21/2022,0.0,32.0,30.1,27.8,6.0,1000.9,64.0,24.5,10.1,4.6,1.6
11/22/2022,0.0,30.8,28.3,25.8,3.2,1002.2,68.0,24.3,4.6,5.7,3.0
11/23/2022,8888.0,31.4,28.5,25.8,4.7,1002.5,65.0,24.1,4.7,6.7,2.3
11/24/2022,8888.0,29.2,26.4,24.4,2.3,1004.4,89.0,24.6,0.9,5.1,1.4
11/25/2022,5.7,30.4,27.8,24.1,1.1,1004.0,80.0,24.5,0.9,4.1,1.3
11/26/2022,8888.0,31.0,28.7,26.3,2.9,1003.9,66.0,24.0,1.1,3.6,1.7
11/27/2022,0.8,31.4,28.6,26.6,4.5,1002.5,72.0,24.5,6.9,4.1,0.9
11/28/2022,8888.0,30.2,28.3,26.8,3.2,1002.8,77.0,24.7,5.0,4.1,1.9
11/29/2022,8888.0,29.3,28.4,26.6,3.0,1002.5,80.0,24.4,4.6,4.1,1.6
11/30/2022,0.0,30.9,29.0,26.0,2.8,1002.1,69.0,24.0,2.8,3.1,1.9
12/01/2022,0.0,31.0,29.3,27.2,4.0,1002.0,66.0,23.1,5.4,3.1,1.7
12/02/2022,0.0,28.8,26.5,23.8,3.7,1001.2,85.0,23.9,7.2,6.7,1.6
12/03/2022,27.5,30.5,26.8,25.0,2.8,1001.5,92.0,24.8,0.3,4.6,1.0
12/04/2022,50.9,31.6,28.2,26.1,1.9,1002.4,79.0,24.7,4.5,3.6,1.1
12/05/2022,3.0,31.2,28.1,26.2,2.9,1002.7,92.0,24.5,5.8,4.1,0.9
12/06/2022,4.0,32.4,28.5,26.2,4.3,1001.7,73.0,24.8,5.7,4.1,1.5
12/07/2022,23.7,32.5,30.5,27.1,4.0,1001.5,70.0,24.9,6.4,3.6,1.9
12/08/2022,9.4,32.9,30.4,27.2,5.6,1001.9,64.0,24.6,10.2,5.7,2.5
12/09/2022,0.0,31.2,29.5,27.0,7.2,1001.8,67.0,24.3,9.0,5.1,2.3
12/10/2022,0.1,33.2,30.1,27.0,4.5,1002.4,60.0,24.6,7.0,2.6,1.6
12/11/2022,0.0,32.4,28.8,25.2,5.7,1002.4,68.0,24.9,10.5,4.1,2.5
12/12/2022,5.5,32.7,29.3,26.8,4.3,1002.3,68.0,25.2,6.2,4.6,1.6
12/13/2022,5.5,32.2,29.2,24.8,4.3,1002.6,65.0,24.8,8.1,3.6,1.7
12/14/2022,32.2,31.2,29.2,26.2,3.1,1002.3,73.0,24.7,7.0,3.6,1.2
12/15/2022,8888.0,32.0,29.1,26.6,2.7,1000.8,67.0,24.8,6.0,4.6,2.0
12/16/2022,1.5,29.8,27.7,25.2,4.8,1000.9,67.0,24.0,7.9,3.1,1.4
12/17/2022,0.0,30.0,27.4,25.0,2.7,1001.4,81.0,24.3,0.5,7.2,1.6
12/18/2022,8.8,30.0,28.0,25.2,2.6,1000.4,84.0,24.4,1.2,2.6,0.9
12/19/2022,11.5,32.8,30.4,26.3,5.9,1000.2,61.0,23.7,9999.0,3.6,1.5
12/20/2022,0.0,32.8,30.1,25.2,5.2,1000.5,58.0,23.0,11.2,3.1,1.7
12/21/2022,0.0,31.4,29.6,24.8,6.5,999.5,67.0,23.8,11.3,3.6,2.0
12/22/2022,16.7,29.4,26.9,25.2,5.0,999.2,73.0,24.2,7.8,7.7,3.9
12/23/2022,22.5,30.3,28.1,25.3,3.3,999.8,77.0,24.4,0.0,5.7,3.5
12/24/2022,72.9,26.6,25.1,24.0,5.2,1002.9,89.0,23.8,5.5,5.1,2.4
12/25/2022,25.1,26.2,24.9,24.0,1.4,1002.7,98.0,23.9,0.0,6.7,2.9
12/26/2022,46.4,30.2,28.2,25.2,1.1,1003.4,73.0,24.4,0.0,5.7,1.6
12/27/2022,0.0,29.2,27.4,25.2,4.7,1004.2,74.0,24.0,3.7,4.1,2.6
12/28/2022,8888.0,30.8,28.4,25.0,2.7,1003.8,71.0,24.4,0.0,4.1,2.3
12/29/2022,15.2,30.0,27.4,25.2,5.0,1003.6,74.0,24.4,5.4,5.7,2.6
12/30/2022,0.4,28.4,27.2,25.2,5.0,1003.5,82.0,24.0,2.7,8.7,4.0
12/31/2022,8888.0,30.1,28.7,25.2,2.6,1003.1,71.0,23.9,0.0,8.2,5.7
01/01/2023,1.0,29.8,28.7,27.5,7.4,1002.9,73.0,23.9,5.8,7.7,5.3
01/02/2023,45.0,29.8,28.0,26.0,7.8,1002.2,77.0,24.0,5.4,8.7,5.4
01/03/2023,11.1,30.2,28.8,26.2,4.6,1002.0,67.0,23.8,3.9,5.7,4.2
01/04/2023,3.0,30.4,29.2,27.7,4.8,1002.2,71.0,23.9,7.0,6.7,4.0
01/05/2023,1.5,30.2,28.7,26.0,5.9,1003.5,73.0,24.6,7.6,6.2,3.6
01/06/2023,9.2,29.8,28.3,24.6,5.4,1003.8,78.0,24.4,10.5,4.1,2.8
01/07/2023,8.2,30.6,28.5,25.2,4.2,1002.5,75.0,24.6,5.6,3.6,1.9
01/08/2023,3.8,31.2,29.3,26.0,4.1,1003.9,67.0,23.7,9.4,2.6,1.3
01/09/2023,1.7,31.0,29.5,26.0,4.1,1005.3,68.0,23.5,11.8,2.6,1.0
01/10/2023,0.0,31.2,29.2,25.8,6.3,1005.2,69.0,23.8,10.0,4.1,1.7
01/11/2023,0.0,31.0,28.9,25.2,6.1,1004.2,72.0,24.1,10.5,3.1,1.5
01/12/2023,1.3,31.2,29.4,26.8,5.4,1003.9,73.0,24.2,11.6,4.6,1.7
01/13/2023,5.5,31.0,28.4,26.2,5.5,1003.4,69.0,24.7,9.8,3.1,1.6
01/14/2023,0.0,31.4,29.6,26.8,4.5,1001.8,70.0,23.9,5.8,5.7,3.1
01/15/2023,1.7,30.2,28.4,26.2,5.1,1001.5,80.0,24.9,8.7,4.1,2.4
01/16/2023,13.5,31.2,28.6,25.7,6.1,1002.2,72.0,24.6,5.0,4.6,1.9
01/17/2023,0.0,31.0,28.9,26.4,2.6,1003.3,71.0,24.6,2.8,3.1,1.5
01/18/2023,11.5,31.0,28.9,25.2,3.6,1003.3,71.0,24.7,5.3,2.6,1.3
01/19/2023,0.0,30.2,28.5,25.8,5.3,1003.1,72.0,24.5,4.9,3.6,2.2
01/20/2023,0.0,31.1,28.9,26.8,3.4,1003.0,70.0,25.0,6.4,3.6,1.3
01/21/2023,0.0,32.0,30.1,27.0,4.8,1001.6,70.0,24.7,5.8,3.6,1.5
01/22/2023,0.0,31.2,29.3,25.0,5.2,1000.8,69.0,24.2,9.7,3.6,1.8
01/23/2023,0.0,32.0,29.6,25.6,6.8,1000.3,61.0,22.3,7.7,2.1,1.5
01/24/2023,0.0,32.2,29.9,25.1,4.2,1000.7,69.0,24.5,11.1,3.1,0.8
01/25/2023,3.9,31.0,27.7,25.0,5.4,1000.2,78.0,24.9,10.5,5.1,1.5
01/26/2023,19.5,27.4,26.1,24.4,2.9,1001.1,91.0,24.8,4.4,2.6,1.1
01/27/2023,12.6,29.4,27.2,24.0,1.4,1000.4,76.0,24.6,0.5,4.6,2.3
01/28/2023,33.3,27.0,26.0,23.4,3.5,1000.6,88.0,24.4,5.8,5.1,2.4
01/29/2023,19.6,31.6,29.2,25.0,3.0,1001.1,68.0,24.7,0.8,3.1,1.4
01/30/2023,39.0,31.4,28.8,24.8,6.8,1002.5,72.0,25.0,5.7,2.1,0.8
01/31/2023,5.2,28.8,27.4,25.0,4.1,1001.7,80.0,24.7,2.5,4.6,2.1
02/01/2023,29.0,30.6,28.9,26.3,2.3,1001.1,69.0,24.2,0.8,4.6,2.7
02/02/2023,12.4,29.1,26.9,24.8,4.3,1002.5,79.0,24.7,6.7,3.1,1.5
02/03/2023,4.5,29.6,27.4,24.8,2.0,1001.1,84.0,24.5,0.0,2.6,1.6
02/04/2023,1.1,29.0,25.8,23.4,1.7,1001.0,82.0,24.1,0.1,5.7,1.9
02/05/2023,51.2,27.4,26.3,24.2,1.2,1001.1,87.0,23.7,0.3,5.1,3.8
02/06/2023,22.0,27.7,25.7,23.2,1.2,1001.7,85.0,23.7,0.0,4.6,2.0
02/07/2023,7.5,30.4,28.4,25.4,1.1,1001.0,71.0,23.9,0.0,7.7,3.4
02/08/2023,11.8,30.8,28.2,24.2,3.4,1001.8,69.0,24.1,2.6,7.2,2.9
02/09/2023,9.3,31.3,28.6,25.3,3.5,1001.5,70.0,24.0,4.7,5.7,2.7
02/10/2023,10.9,30.8,28.5,24.6,4.9,1001.6,69.0,24.3,3.3,3.6,1.9
02/11/2023,15.5,31.2,29.0,25.4,2.2,1002.4,65.0,24.1,2.9,5.1,3.4
02/12/2023,0.0,31.2,29.1,25.4,6.3,1003.4,71.0,25.2,8.3,2.1,1.2
02/13/2023,26.0,29.8,27.2,24.4,5.2,1002.7,84.0,24.8,4.6,4.1,2.4
02/14/2023,37.0,30.1,28.3,26.0,4.9,1000.9,74.0,24.6,2.8,4.1,2.4
02/15/2023,58.5,28.0,26.6,23.8,3.1,1001.5,84.0,24.5,4.9,3.6,2.0
02/16/2023,8.9,30.4,28.6,25.0,2.9,1002.7,72.0,24.6,0.0,5.1,2.4
02/17/2023,44.4,30.0,27.7,25.2,4.2,1001.9,78.0,24.9,8.3,4.6,3.0
02/18/2023,5.4,30.2,28.3,24.8,3.6,1002.0,70.0,24.5,4.6,5.1,2.9
02/19/2023,8888.0,30.8,29.2,26.2,5.2,1002.5,74.0,24.6,6.7,3.6,1.8
02/20/2023,0.0,30.8,29.0,25.8,5.2,1002.2,71.0,24.8,6.3,6.2,3.1
02/21/2023,0.0,31.4,29.6,26.7,4.1,1002.8,68.0,24.8,6.5,4.6,2.4
02/22/2023,0.0,31.6,29.4,25.4,6.1,1002.1,70.0,24.4,9.4,5.7,3.1
02/23/2023,3.3,30.8,28.7,26.4,5.8,1001.1,73.0,25.2,8.1,6.2,2.5
02/24/2023,0.0,30.8,27.5,25.0,3.9,1002.4,76.0,24.9,3.7,5.7,2.5
02/25/2023,11.5,29.8,28.4,26.6,4.9,1003.1,78.0,24.5,5.5,3.6,2.7
02/26/2023,43.5,27.6,25.7,24.9,3.6,1003.8,91.0,23.6,3.4,5.1,2.8
02/27/2023,38.0,30.2,28.8,25.8,3.3,1003.8,69.0,23.7,0.0,8.2,4.5
02/28/2023,0.9,30.0,27.9,24.4,6.1,1004.5,71.0,23.8,9.6,3.1,1.8
03/01/2023,1.3,30.0,28.1,25.7,4.5,1004.2,75.0,24.4,4.0,5.1,2.2
03/02/2023,8.1,30.6,28.0,24.6,3.9,1004.8,68.0,23.9,2.5,6.2,3.5
03/03/2023,0.0,31.4,29.2,24.8,4.6,1006.2,59.0,23.5,6.6,4.6,2.4
03/04/2023,8888.0,30.2,27.8,25.8,6.8,1006.6,89.0,24.0,10.5,5.1,1.5
03/05/2023,7.0,30.8,28.6,26.0,3.3,1005.8,66.0,24.2,7.1,4.6,2.6
03/06/2023,37.1,29.0,26.5,24.2,5.0,1005.6,76.0,24.2,9.1,4.6,2.4
03/07/2023,7.0,31.2,28.9,25.2,3.1,1005.2,71.0,24.4,3.7,5.1,2.5
03/08/2023,1.2,31.1,28.9,24.6,6.9,1006.2,67.0,24.4,6.9,3.6,1.6
03/09/2023,0.0,31.2,27.8,24.8,4.1,1004.8,71.0,24.0,6.4,4.1,1.5
03/10/2023,1.8,32.4,29.8,25.2,5.1,1003.7,66.0,25.0,8.5,4.1,2.0
03/11/2023,0.0,32.0,30.1,25.4,4.7,1004.1,74.0,24.8,9.3,2.6,1.2
03/12/2023,0.0,31.4,29.7,24.8,5.8,1003.7,67.0,23.6,10.4,4.6,2.2
03/13/2023,0.0,32.0,29.3,25.3,5.4,1002.9,57.0,23.5,11.3,4.6,2.1
03/14/2023,0.0,31.4,27.4,24.3,5.0,1003.3,73.0,23.4,8.8,4.1,1.8
03/15/2023,18.0,31.2,29.5,24.2,5.6,1004.1,69.0,24.1,5.8,3.6,1.8
03/16/2023,0.0,32.0,29.1,25.2,4.4,1004.3,68.0,24.8,8.9,4.6,2.2
03/17/2023,10.0,32.3,27.3,23.8,5.1,1004.2,80.0,25.1,9.1,5.7,1.8
03/18/2023,51.2,32.4,28.9,25.2,1.5,1003.3,68.0,25.1,5.4,5.1,1.7
03/19/2023,3.5,31.8,29.8,25.8,4.5,1002.8,69.0,25.1,8.1,3.1,1.3
03/20/2023,11.0,32.2,29.2,26.2,4.2,1002.6,68.0,25.2,8.2,4.1,1.9
03/21/2023,8.9,31.8,29.4,25.3,5.4,1002.3,65.0,24.3,8.5,3.6,1.9
03/22/2023,8888.0,31.2,28.5,25.0,3.8,1002.1,73.0,24.7,8.2,5.1,2.0
03/23/2023,89.3,32.0,28.8,25.2,3.8,1002.2,67.0,24.9,7.8,4.1,1.2
03/24/2023,0.0,31.2,28.0,25.2,5.6,1003.0,75.0,24.8,5.5,3.6,1.3
03/25/2023,0.5,32.0,29.1,25.3,2.8,1002.6,72.0,24.9,6.3,2.6,1.1
03/26/2023,3.5,31.8,28.5,26.2,3.6,1002.3,71.0,24.9,6.2,5.1,1.2
03/27/2023,1.0,32.8,30.1,25.2,3.6,1002.6,66.0,24.4,6.0,5.7,2.8
03/28/2023,0.0,32.4,28.5,24.8,5.9,1003.2,68.0,24.7,9.4,5.1,1.7
03/29/2023,2.5,32.3,29.4,25.5,3.8,1002.6,69.0,25.3,5.3,4.6,1.9
03/30/2023,0.0,30.8,28.9,25.8,4.6,1002.8,67.0,24.0,5.2,3.1,1.9
03/31/2023,0.0,31.2,28.1,25.0,3.5,1003.4,67.0,24.1,3.8,5.7,1.9
04/01/2023,12.0,28.6,27.3,25.0,3.1,1003.8,80.0,24.3,4.9,2.6,0.7
04/02/2023,2.2,31.2,29.0,25.5,2.2,1002.1,70.0,24.6,2.1,3.6,1.6
04/03/2023,8888.0,30.2,28.4,25.8,4.6,1002.5,74.0,25.0,6.2,4.6,1.7
04/04/2023,8888.0,30.0,28.3,25.8,3.3,1003.8,76.0,24.6,4.1,3.1,1.9
04/05/2023,2.5,30.8,28.0,25.2,4.0,1003.3,73.0,24.6,3.2,3.6,1.0
04/06/2023,0.5,31.2,29.4,26.2,2.7,1003.6,78.0,25.0,4.4,4.6,1.5
04/07/2023,8888.0,30.1,28.5,25.2,4.9,1004.3,75.0,24.4,7.5,3.6,1.8
04/08/2023,0.0,31.6,29.5,26.1,3.2,1004.8,71.0,24.7,5.8,3.1,1.4
04/09/2023,5.9,31.0,29.1,25.6,5.0,1004.1,70.0,24.4,6.8,3.6,2.0
04/10/2023,6.7,30.8,28.8,25.5,3.5,1003.1,74.0,24.8,5.3,4.6,2.5
04/11/2023,0.2,30.7,28.5,26.4,4.4,1002.7,75.0,24.9,6.0,4.6,2.4
04/12/2023,6.8,30.8,29.2,26.4,4.3,1001.9,71.0,25.2,6.5,4.1,2.0
04/13/2023,13.0,27.4,26.0,24.8,4.5,1003.5,92.0,24.5,4.2,3.1,1.4
04/14/2023,5.4,31.2,29.2,24.9,2.6,1003.3,69.0,24.2,1.0,3.1,1.6
04/15/2023,0.0,31.7,29.6,26.0,4.6,1002.6,70.0,24.5,8.3,2.6,1.3
04/16/2023,0.0,32.0,29.9,25.8,5.3,1002.7,68.0,24.3,9.9,3.1,2.1
04/17/2023,0.0,32.4,29.8,25.0,5.0,1004.7,64.0,24.5,10.9,3.1,1.4
04/18/2023,8888.0,33.2,29.5,25.1,6.3,1005.1,62.0,25.0,5.6,4.1,1.6
04/19/2023,0.0,32.8,30.2,26.0,4.1,1002.4,62.0,24.9,8.5,4.1,1.8
04/20/2023,0.0,31.6,29.7,26.2,5.3,1001.2,76.0,24.8,10.2,5.7,2.8
04/21/2023,0.0,32.0,29.1,25.2,4.4,1002.7,69.0,24.4,9.2,4.6,2.0
04/22/2023,8888.0,33.2,30.3,25.8,4.5,1002.7,51.0,23.7,5.9,2.6,1.7
04/23/2023,0.0,32.2,29.9,25.8,6.2,1003.3,66.0,25.0,9.0,3.1,1.5
04/24/2023,0.5,32.2,30.2,25.8,4.5,1002.4,61.0,24.8,9.5,2.6,1.3
04/25/2023,0.0,30.6,28.0,26.2,4.5,1002.6,78.0,25.1,9.8,4.6,1.6
04/26/2023,4.0,32.8,28.7,26.1,2.4,1001.9,71.0,25.7,4.6,4.1,1.7
04/27/2023,11.9,32.4,29.4,26.6,3.2,1002.5,71.0,25.6,5.8,3.6,2.1
04/28/2023,0.0,30.4,27.6,24.8,4.4,1002.9,79.0,25.1,6.6,3.6,1.2
04/29/2023,27.2,31.0,26.9,24.4,3.3,1002.8,73.0,24.8,2.1,5.1,0.8
04/30/2023,14.0,32.4,29.6,25.6,4.2,1001.7,71.0,25.5,3.7,3.6,1.7
05/01/2023,8888.0,31.5,28.9,25.2,4.3,1002.4,67.0,24.5,8.2,2.6,1.0
05/02/2023,0.0,31.4,28.8,25.4,3.8,1003.8,71.0,25.2,5.7,3.1,1.4
05/03/2023,3.3,31.6,29.4,25.4,4.1,1004.1,72.0,25.5,6.0,4.1,1.6
05/04/2023,8888.0,32.8,29.9,26.5,4.6,1002.8,64.0,25.1,8.0,2.6,0.9
05/05/2023,8888.0,31.6,29.8,27.0,4.4,1001.5,72.0,25.6,8.7,3.6,2.3
05/06/2023,0.0,32.2,29.9,26.8,4.8,1001.7,70.0,25.1,8.9,3.6,2.3
05/07/2023,0.0,31.8,29.4,25.0,6.1,1002.3,67.0,25.1,10.1,4.1,2.3
05/08/2023,0.0,32.4,29.9,26.1,3.8,1002.5,72.0,25.7,10.3,17.0,3.7
05/09/2023,0.0,31.0,28.4,26.1,3.7,1003.8,76.0,25.5,8.2,4.6,2.3
05/10/2023,1.0,31.3,28.1,26.0,3.6,1004.8,74.0,25.6,3.2,4.1,0.9
05/11/2023,2.5,31.2,27.8,25.0,2.4,1006.1,76.0,25.3,4.1,4.1,2.0
05/12/2023,0.8,31.5,29.3,25.8,1.7,1006.3,68.0,24.6,4.4,4.6,2.8
05/13/2023,0.0,30.4,28.4,24.0,4.7,1006.6,62.0,22.6,10.2,4.1,2.6
05/14/2023,0.0,30.4,28.1,24.0,4.9,1007.3,63.0,21.6,10.5,4.6,2.2
05/15/2023,0.0,30.6,27.5,22.0,4.8,1007.0,62.0,22.3,10.8,3.6,1.6
05/16/2023,0.0,30.2,27.5,23.8,4.1,1007.8,67.0,22.4,10.4,3.6,2.0
05/17/2023,0.0,30.6,28.1,23.6,4.4,1007.3,65.0,23.1,10.0,2.6,1.5
05/18/2023,0.0,31.2,28.5,23.4,4.9,1007.0,68.0,23.6,9.6,2.6,1.3
05/19/2023,0.0,31.4,28.7,24.2,4.1,1006.5,66.0,24.0,9.8,3.1,1.9
05/20/2023,0.0,31.2,28.5,24.1,4.2,1006.0,66.0,23.0,9.9,4.1,2.3
05/21/2023,0.0,31.5,28.6,23.2,4.4,1006.9,57.0,22.4,11.0,3.6,1.8
05/22/2023,0.0,31.2,28.1,23.6,4.7,1007.0,59.0,22.9,10.8,3.1,1.8
05/23/2023,0.0,31.2,28.6,23.4,3.9,1006.6,62.0,23.5,7.2,3.6,1.8
05/24/2023,0.0,32.0,28.9,23.5,4.3,1007.7,61.0,24.0,9.3,2.6,1.1
